X1,X2,elements,igraph.degree,igraph.closeness,igraph.betweenness,igraph.cen.degree,group,filed,id,links,nodes,label
-3.0159106026357034,-9.98998732995812,compounds_C00064,1,1,0,1,..WT,compounds,compounds_C00064,51,75,..WT: (nodes: 75; links: 51)
-4.5504080487612555,-6.060822926286413,compounds_C00803,1,1,0,1,..WT,compounds,compounds_C00803,51,75,..WT: (nodes: 75; links: 51)
1.747445154241716,-7.562936346833278,compounds_C00811,0,0,0,0,..WT,compounds,compounds_C00811,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635702802,-14.98998732995812,compounds_C00847,0,0,0,0,..WT,compounds,compounds_C00847,51,75,..WT: (nodes: 75; links: 51)
-1.383991175938378,-13.748757813101754,compounds_C00861,0,0,0,0,..WT,compounds,compounds_C00861,51,75,..WT: (nodes: 75; links: 51)
4.962760278839469,-9.52864553264161,compounds_C00870,0,0,0,0,..WT,compounds,compounds_C00870,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635703045,-12.98998732995812,compounds_C00881,0,0,0,0,..WT,compounds,compounds_C00881,51,75,..WT: (nodes: 75; links: 51)
3.3525676155970836,-13.685031916061416,compounds_C00951,0,0,0,0,..WT,compounds,compounds_C00951,51,75,..WT: (nodes: 75; links: 51)
-1.8859430880065329,-10.699197104043192,compounds_C00954,0,0,0,0,..WT,compounds,compounds_C00954,51,75,..WT: (nodes: 75; links: 51)
0.5544256571893925,-4.0171557945196135,compounds_C01092,0,0,0,0,..WT,compounds,compounds_C01092,51,75,..WT: (nodes: 75; links: 51)
-2.869080151521164,-10.917038313082964,compounds_C01179,0,0,0,0,..WT,compounds,compounds_C01179,51,75,..WT: (nodes: 75; links: 51)
-6.0091146377337505,-10.275478824900578,compounds_C01197,1,1,0,1,..WT,compounds,compounds_C01197,51,75,..WT: (nodes: 75; links: 51)
-1.6618783344230166,-8.85385783649581,compounds_C01225,0,0,0,0,..WT,compounds,compounds_C01225,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635703902,-7.9899873299581206,compounds_C01250,1,1,0,1,..WT,compounds,compounds_C01250,51,75,..WT: (nodes: 75; links: 51)
-2.765269733000167,-4.65697463802858,compounds_C01252,0,0,0,0,..WT,compounds,compounds_C01252,51,75,..WT: (nodes: 75; links: 51)
3.69304331468793,-14.706305898414843,compounds_C01451,2,1,1,2,..WT,compounds,compounds_C01451,51,75,..WT: (nodes: 75; links: 51)
-4.156384671528373,-14.332391558588542,compounds_C01454,1,1,0,1,..WT,compounds,compounds_C01454,51,75,..WT: (nodes: 75; links: 51)
-4.903366314937718,-6.509645872530933,compounds_C01479,0,0,0,0,..WT,compounds,compounds_C01479,51,75,..WT: (nodes: 75; links: 51)
-5.8467800125769545,-8.57543371690156,compounds_C01507,0,0,0,0,..WT,compounds,compounds_C01507,51,75,..WT: (nodes: 75; links: 51)
4.518586843489847,-6.06082292628641,compounds_C01533,0,0,0,0,..WT,compounds,compounds_C01533,51,75,..WT: (nodes: 75; links: 51)
0.9111403804891387,-7.13681778107266,compounds_C01595,0,0,0,0,..WT,compounds,compounds_C01595,51,75,..WT: (nodes: 75; links: 51)
-1.7063059436842822,-4.233029488271137,compounds_C01606,0,0,0,0,..WT,compounds,compounds_C01606,51,75,..WT: (nodes: 75; links: 51)
-3.724864519959333,-14.706305898414847,compounds_C01674,1,0.42857142857142855,0,1,..WT,compounds,compounds_C01674,51,75,..WT: (nodes: 75; links: 51)
-5.212063025342333,-12.989987329958122,compounds_C01717,0,0,0,0,..WT,compounds,compounds_C01717,51,75,..WT: (nodes: 75; links: 51)
0.46272072593941277,-11.931870964810225,compounds_C01735,4,0.6363636363636364,17,4,..WT,compounds,compounds_C01735,51,75,..WT: (nodes: 75; links: 51)
-4.005996739036901,-13.003160511854404,compounds_C01835,0,0,0,0,..WT,compounds,compounds_C01835,51,75,..WT: (nodes: 75; links: 51)
-5.212063025342337,-6.989987329958124,compounds_C01852,0,0,0,0,..WT,compounds,compounds_C01852,51,75,..WT: (nodes: 75; links: 51)
1.8541218827351262,-10.699197104043192,compounds_C01933,0,0,0,0,..WT,compounds,compounds_C01933,51,75,..WT: (nodes: 75; links: 51)
-0.934658191718554,-14.90485282837763,compounds_C02029,3,0.6,2.5,3,..WT,compounds,compounds_C02029,51,75,..WT: (nodes: 75; links: 51)
3.816047446626252,-11.137200260802482,compounds_C02043,0,0,0,0,..WT,compounds,compounds_C02043,51,75,..WT: (nodes: 75; links: 51)
-4.994581484110876,-9.528645532641614,compounds_C02045,0,0,0,0,..WT,compounds,compounds_C02045,51,75,..WT: (nodes: 75; links: 51)
2.7334485277287586,-4.656974638028579,compounds_C02533,0,0,0,0,..WT,compounds,compounds_C02533,51,75,..WT: (nodes: 75; links: 51)
3.4481910125020514,-11.989987329958119,compounds_C02710,0,0,0,0,..WT,compounds,compounds_C02710,51,75,..WT: (nodes: 75; links: 51)
-5.954839253921299,-10.843876359597832,compounds_C03510,0,0,0,0,..WT,compounds,compounds_C03510,51,75,..WT: (nodes: 75; links: 51)
5.923018048649894,-10.84387635959783,compounds_C03680,0,0,0,0,..WT,compounds,compounds_C03680,51,75,..WT: (nodes: 75; links: 51)
-0.586246862460804,-4.0171557945196135,compounds_C03761,0,0,0,0,..WT,compounds,compounds_C03761,51,75,..WT: (nodes: 75; links: 51)
2.73344852772876,-15.323000021887662,compounds_C03840,0,0,0,0,..WT,compounds,compounds_C03840,51,75,..WT: (nodes: 75; links: 51)
4.793217613228392,-8.621672379597706,compounds_C03878,0,0,0,0,..WT,compounds,compounds_C03878,51,75,..WT: (nodes: 75; links: 51)
-2.6480714170224826,-14.241073008606191,compounds_C03916,0,0,0,0,..WT,compounds,compounds_C03916,51,75,..WT: (nodes: 75; links: 51)
4.96276027883947,-10.45132912727463,compounds_C04100,1,0.6666666666666666,0,1,..WT,compounds,compounds_C04100,51,75,..WT: (nodes: 75; links: 51)
-1.1514180687981623,-15.881559513534361,compounds_C04368,0,0,0,0,..WT,compounds,compounds_C04368,51,75,..WT: (nodes: 75; links: 51)
3.2279343020978817,-4.942466132971033,compounds_C04722,0,0,0,0,..WT,compounds,compounds_C04722,51,75,..WT: (nodes: 75; links: 51)
-3.955141614684536,-9.2953946192904,compounds_C04758,0,0,0,0,..WT,compounds,compounds_C04758,51,75,..WT: (nodes: 75; links: 51)
-0.01591060263570415,-6.9899873299581206,compounds_C04874,0,0,0,0,..WT,compounds,compounds_C04874,51,75,..WT: (nodes: 75; links: 51)
2.893583963656492,-12.734953881433054,compounds_C05010,0,0,0,0,..WT,compounds,compounds_C05010,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635704884,-3.9899873299581206,compounds_C05103,1,1,0,1,..WT,compounds,compounds_C05103,51,75,..WT: (nodes: 75; links: 51)
-1.8111073234375532,-6.4154567686644715,compounds_C05198,0,0,0,0,..WT,compounds,compounds_C05198,51,75,..WT: (nodes: 75; links: 51)
0.5544256571893939,-15.962818865396628,compounds_C05380,0,0,0,0,..WT,compounds,compounds_C05380,51,75,..WT: (nodes: 75; links: 51)
0.9065528803340572,-6.097807847638825,compounds_C05401,0,0,0,0,..WT,compounds,compounds_C05401,51,75,..WT: (nodes: 75; links: 51)
-4.550408048761252,-13.919151733629832,compounds_C05410,0,0,0,0,..WT,compounds,compounds_C05410,51,75,..WT: (nodes: 75; links: 51)
3.2279343020978835,-15.037508526945206,compounds_C05469,1,1,0,1,..WT,compounds,compounds_C05469,51,75,..WT: (nodes: 75; links: 51)
4.124563466256968,-5.647583101327699,compounds_C05476,3,0.625,7,3,..WT,compounds,compounds_C05476,51,75,..WT: (nodes: 75; links: 51)
2.5552398361104536,-6.925809557482209,compounds_C05512,0,0,0,0,..WT,compounds,compounds_C05512,51,75,..WT: (nodes: 75; links: 51)
-3.2244033736558793,-7.601352963146978,compounds_C05547,0,0,0,0,..WT,compounds,compounds_C05547,51,75,..WT: (nodes: 75; links: 51)
-2.0013283508318116,-9.748913969447475,compounds_C05584,0,0,0,0,..WT,compounds,compounds_C05584,51,75,..WT: (nodes: 75; links: 51)
2.411140380489139,-8.2266315730807,compounds_C05608,0,0,0,0,..WT,compounds,compounds_C05608,51,75,..WT: (nodes: 75; links: 51)
-0.4802822591366239,-13.962940760925893,compounds_C05635,1,0.46153846153846156,0,1,..WT,compounds,compounds_C05635,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635703413,-9.98998732995812,compounds_C05648,0,0,0,0,..WT,compounds,compounds_C05648,51,75,..WT: (nodes: 75; links: 51)
3.3525676155970827,-6.2949427438548256,compounds_C05827,1,1,0,1,..WT,compounds,compounds_C05827,51,75,..WT: (nodes: 75; links: 51)
1.3103347138458876,-11.487008826300322,compounds_C05849,0,0,0,0,..WT,compounds,compounds_C05849,51,75,..WT: (nodes: 75; links: 51)
0.8501148011487353,-10.48998732995812,compounds_C05952,1,0.3333333333333333,0,1,..WT,compounds,compounds_C05952,51,75,..WT: (nodes: 75; links: 51)
-2.2458853365976674,-15.560194928054557,compounds_C06082,1,1,0,1,..WT,compounds,compounds_C06082,51,75,..WT: (nodes: 75; links: 51)
2.1821253096475215,-13.331938575609865,compounds_C06087,0,0,0,0,..WT,compounds,compounds_C06087,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635702677,-15.98998732995812,compounds_C06337,0,0,0,0,..WT,compounds,compounds_C06337,51,75,..WT: (nodes: 75; links: 51)
5.814958807305547,-11.404540943014684,compounds_C06414,0,0,0,0,..WT,compounds,compounds_C06414,51,75,..WT: (nodes: 75; links: 51)
3.6930433146879276,-5.273668761501396,compounds_C06426,0,0,0,0,..WT,compounds,compounds_C06426,51,75,..WT: (nodes: 75; links: 51)
5.923018048649893,-9.136098300318409,compounds_C06442,0,0,0,0,..WT,compounds,compounds_C06442,51,75,..WT: (nodes: 75; links: 51)
1.674484738412877,-15.746945171645104,compounds_C06552,1,1,0,1,..WT,compounds,compounds_C06552,51,75,..WT: (nodes: 75; links: 51)
1.7902977283000612,-5.327626182936341,compounds_C06559,4,0.75,7.5,4,..WT,compounds,compounds_C06559,51,75,..WT: (nodes: 75; links: 51)
-0.015910602635704638,-4.9899873299581206,compounds_C06593,1,1,0,1,..WT,compounds,compounds_C06593,51,75,..WT: (nodes: 75; links: 51)
4.793217613228392,-11.358302280318535,compounds_C08152,0,0,0,0,..WT,compounds,compounds_C08152,51,75,..WT: (nodes: 75; links: 51)
4.459905854139609,-7.761295551075429,compounds_C08238,0,0,0,0,..WT,compounds,compounds_C08238,51,75,..WT: (nodes: 75; links: 51)
-5.846780012576952,-11.404540943014688,compounds_C08243,0,0,0,0,..WT,compounds,compounds_C08243,51,75,..WT: (nodes: 75; links: 51)
-3.8478686518976586,-11.137200260802484,compounds_C08261,0,0,0,0,..WT,compounds,compounds_C08261,51,75,..WT: (nodes: 75; links: 51)
4.459905854139609,-12.218679108840812,compounds_C08278,0,0,0,0,..WT,compounds,compounds_C08278,51,75,..WT: (nodes: 75; links: 51)
-2.8690801515211644,-9.062936346833279,compounds_C08449,0,0,0,0,..WT,compounds,compounds_C08449,51,75,..WT: (nodes: 75; links: 51)
-4.005996739036902,-6.976814148061839,compounds_C08777,0,0,0,0,..WT,compounds,compounds_C08777,51,75,..WT: (nodes: 75; links: 51)
-2.2139465149189275,-13.331938575609867,compounds_C09183,0,0,0,0,..WT,compounds,compounds_C09183,51,75,..WT: (nodes: 75; links: 51)
0.8501148011487352,-9.48998732995812,compounds_C09517,0,0,0,0,..WT,compounds,compounds_C09517,51,75,..WT: (nodes: 75; links: 51)
-5.473702574762814,-12.482477407969439,compounds_C09711,0,0,0,0,..WT,compounds,compounds_C09711,51,75,..WT: (nodes: 75; links: 51)
-3.6887750301568,-8.405668265801495,compounds_C09715,0,0,0,0,..WT,compounds,compounds_C09715,51,75,..WT: (nodes: 75; links: 51)
5.180241820070929,-12.989987329958119,compounds_C09765,0,0,0,0,..WT,compounds,compounds_C09765,51,75,..WT: (nodes: 75; links: 51)
5.654094309652308,-11.95239510986265,compounds_C09780,0,0,0,0,..WT,compounds,compounds_C09780,51,75,..WT: (nodes: 75; links: 51)
-0.5862468624607993,-15.962818865396628,compounds_C09788,0,0,0,0,..WT,compounds,compounds_C09788,51,75,..WT: (nodes: 75; links: 51)
4.871545109666312,-13.47032878738531,compounds_C09801,0,0,0,0,..WT,compounds,compounds_C09801,51,75,..WT: (nodes: 75; links: 51)
-2.4429615857605453,-11.75334308683554,compounds_C09833,0,0,0,0,..WT,compounds,compounds_C09833,51,75,..WT: (nodes: 75; links: 51)
0.9028369864471484,-14.90485282837763,compounds_C10087,0,0,0,0,..WT,compounds,compounds_C10087,51,75,..WT: (nodes: 75; links: 51)
5.814958807305547,-8.575433716901557,compounds_C10331,0,0,0,0,..WT,compounds,compounds_C10331,51,75,..WT: (nodes: 75; links: 51)
2.9840893973642966,-9.98998732995812,compounds_C10438,0,0,0,0,..WT,compounds,compounds_C10438,51,75,..WT: (nodes: 75; links: 51)
-0.9346581917185537,-5.0751218315386115,compounds_C10457,0,0,0,0,..WT,compounds,compounds_C10457,51,75,..WT: (nodes: 75; links: 51)
5.977293432462345,-9.704495835015667,compounds_C10664,1,1,0,1,..WT,compounds,compounds_C10664,51,75,..WT: (nodes: 75; links: 51)
-1.7063059436842798,-15.746945171645105,compounds_C10696,0,0,0,0,..WT,compounds,compounds_C10696,51,75,..WT: (nodes: 75; links: 51)
5.180241820070929,-6.98998732995812,compounds_C10765,0,0,0,0,..WT,compounds,compounds_C10765,51,75,..WT: (nodes: 75; links: 51)
-1.1514180687981672,-4.098415146381881,compounds_C11284,0,0,0,0,..WT,compounds,compounds_C11284,51,75,..WT: (nodes: 75; links: 51)
4.871545109666311,-6.509645872530931,compounds_C11512,0,0,0,0,..WT,compounds,compounds_C11512,51,75,..WT: (nodes: 75; links: 51)
-4.994581484110876,-10.45132912727463,compounds_C11918,0,0,0,0,..WT,compounds,compounds_C11918,51,75,..WT: (nodes: 75; links: 51)
2.214064131326262,-4.419779731861685,compounds_C12303,1,1,0,1,..WT,compounds,compounds_C12303,51,75,..WT: (nodes: 75; links: 51)
-3.259755507369293,-4.942466132971036,compounds_C12819,1,1,0,1,..WT,compounds,compounds_C12819,51,75,..WT: (nodes: 75; links: 51)
1.7902977283000612,-14.652348476979899,compounds_C12838,0,0,0,0,..WT,compounds,compounds_C12838,51,75,..WT: (nodes: 75; links: 51)
2.8372589462497575,-10.917038313082962,compounds_C13828,0,0,0,0,..WT,compounds,compounds_C13828,51,75,..WT: (nodes: 75; links: 51)
2.214064131326262,-15.560194928054557,compounds_C14153,0,0,0,0,..WT,compounds,compounds_C14153,51,75,..WT: (nodes: 75; links: 51)
-3.3843888208684896,-13.685031916061416,compounds_C14155,0,0,0,0,..WT,compounds,compounds_C14155,51,75,..WT: (nodes: 75; links: 51)
-4.825038818499798,-8.621672379597706,compounds_C14279,0,0,0,0,..WT,compounds,compounds_C14279,51,75,..WT: (nodes: 75; links: 51)
1.9695071455604045,-9.748913969447473,compounds_C14441,1,0.6666666666666666,0,1,..WT,compounds,compounds_C14441,51,75,..WT: (nodes: 75; links: 51)
-1.822118933571469,-14.652348476979899,compounds_C14452,0,0,0,0,..WT,compounds,compounds_C14452,51,75,..WT: (nodes: 75; links: 51)
3.9741755337654943,-6.976814148061838,compounds_C14743,0,0,0,0,..WT,compounds,compounds_C14743,51,75,..WT: (nodes: 75; links: 51)
3.9233204094131287,-9.295394619290398,compounds_C14762,0,0,0,0,..WT,compounds,compounds_C14762,51,75,..WT: (nodes: 75; links: 51)
0.448461053865218,-13.962940760925893,compounds_C14766,0,0,0,0,..WT,compounds,compounds_C14766,51,75,..WT: (nodes: 75; links: 51)
-3.480012217773457,-11.989987329958122,compounds_C14807,0,0,0,0,..WT,compounds,compounds_C14807,51,75,..WT: (nodes: 75; links: 51)
-4.491727059411014,-7.761295551075428,compounds_C14828,0,0,0,0,..WT,compounds,compounds_C14828,51,75,..WT: (nodes: 75; links: 51)
2.411140380489139,-11.753343086835539,compounds_C14829,1,1,0,1,..WT,compounds,compounds_C14829,51,75,..WT: (nodes: 75; links: 51)
-1.3421559191172934,-11.487008826300324,compounds_C14835,0,0,0,0,..WT,compounds,compounds_C14835,51,75,..WT: (nodes: 75; links: 51)
1.7474451542417162,-12.417038313082962,compounds_C15486,0,0,0,0,..WT,compounds,compounds_C15486,51,75,..WT: (nodes: 75; links: 51)
-0.01591060263570439,-5.9899873299581206,compounds_C15568,0,0,0,0,..WT,compounds,compounds_C15568,51,75,..WT: (nodes: 75; links: 51)
-2.5870610413818618,-6.925809557482209,compounds_C16316,0,0,0,0,..WT,compounds,compounds_C16316,51,75,..WT: (nodes: 75; links: 51)
2.6162502117510753,-5.73890165131005,compounds_C16512,0,0,0,0,..WT,compounds,compounds_C16512,51,75,..WT: (nodes: 75; links: 51)
-2.925405168927898,-12.734953881433055,compounds_C16525,0,0,0,0,..WT,compounds,compounds_C16525,51,75,..WT: (nodes: 75; links: 51)
1.6744847384128745,-4.233029488271137,compounds_C16595,0,0,0,0,..WT,compounds,compounds_C16595,51,75,..WT: (nodes: 75; links: 51)
-1.7792663595131235,-7.562936346833279,compounds_C16635,0,0,0,0,..WT,compounds,compounds_C16635,51,75,..WT: (nodes: 75; links: 51)
-0.9383740856054652,-6.097807847638825,compounds_C16656,0,0,0,0,..WT,compounds,compounds_C16656,51,75,..WT: (nodes: 75; links: 51)
1.352169970666972,-13.748757813101754,compounds_C16952,0,0,0,0,..WT,compounds,compounds_C16952,51,75,..WT: (nodes: 75; links: 51)
-4.009143235720776,-10.222566645600025,compounds_C16977,0,0,0,0,..WT,compounds,compounds_C16977,51,75,..WT: (nodes: 75; links: 51)
-5.4737025747628145,-7.497497251946804,compounds_C17385,1,0.6666666666666666,0,1,..WT,compounds,compounds_C17385,51,75,..WT: (nodes: 75; links: 51)
-3.3843888208684887,-6.294942743854825,compounds_C17641,0,0,0,0,..WT,compounds,compounds_C17641,51,75,..WT: (nodes: 75; links: 51)
-0.8819360064201418,-10.48998732995812,compounds_C17645,0,0,0,0,..WT,compounds,compounds_C17645,51,75,..WT: (nodes: 75; links: 51)
0.9135357414518336,-8.219075278651701,compounds_C17753,3,0.6666666666666666,9,3,..WT,compounds,compounds_C17753,51,75,..WT: (nodes: 75; links: 51)
-4.903366314937717,-13.47032878738531,compounds_C17755,2,0.5,4,2,..WT,compounds,compounds_C17755,51,75,..WT: (nodes: 75; links: 51)
-2.765269733000165,-15.323000021887662,compounds_C17925,0,0,0,0,..WT,compounds,compounds_C17925,51,75,..WT: (nodes: 75; links: 51)
3.1925821683844715,-7.601352963146976,compounds_C18175,0,0,0,0,..WT,compounds,compounds_C18175,51,75,..WT: (nodes: 75; links: 51)
-5.685915514923713,-11.952395109862652,compounds_C18218,2,0.4117647058823529,6,2,..WT,compounds,compounds_C18218,51,75,..WT: (nodes: 75; links: 51)
-5.9548392539213,-9.13609830031841,compounds_C18528,0,0,0,0,..WT,compounds,compounds_C18528,51,75,..WT: (nodes: 75; links: 51)
5.654094309652308,-8.02757955005359,compounds_C19592,0,0,0,0,..WT,compounds,compounds_C19592,51,75,..WT: (nodes: 75; links: 51)
-2.4429615857605462,-8.226631573080702,compounds_C19615,1,1,0,1,..WT,compounds,compounds_C19615,51,75,..WT: (nodes: 75; links: 51)
2.6162502117510753,-14.241073008606191,compounds_C19909,0,0,0,0,..WT,compounds,compounds_C19909,51,75,..WT: (nodes: 75; links: 51)
5.441881369491407,-7.497497251946802,compounds_C20388,0,0,0,0,..WT,compounds,compounds_C20388,51,75,..WT: (nodes: 75; links: 51)
1.1195968635267595,-15.88155951353436,compounds_C20465,0,0,0,0,..WT,compounds,compounds_C20465,51,75,..WT: (nodes: 75; links: 51)
-2.873713771223816,3.9361214593547764,micro.16s_g__[Aquaspirillum]_arcticum_group,0,0,0,0,..WT,micro.16s,micro.16s_g__[Aquaspirillum]_arcticum_group,51,75,..WT: (nodes: 75; links: 51)
-3.500000000000003,18.52717782649107,micro.16s_g__Actinoallomurus,0,0,0,0,..WT,micro.16s,micro.16s_g__Actinoallomurus,51,75,..WT: (nodes: 75; links: 51)
4.479319329671775,8.473045799006606,micro.16s_g__Actinocorallia,0,0,0,0,..WT,micro.16s,micro.16s_g__Actinocorallia,51,75,..WT: (nodes: 75; links: 51)
-0.47863132857511487,10.523116365147896,micro.16s_g__Actinophytocola,0,0,0,0,..WT,micro.16s,micro.16s_g__Actinophytocola,51,75,..WT: (nodes: 75; links: 51)
-7.065336648084052,6.889964749058494,micro.16s_g__Actinopolymorpha,0,0,0,0,..WT,micro.16s,micro.16s_g__Actinopolymorpha,51,75,..WT: (nodes: 75; links: 51)
-7.454912233691617,9.562538357194867,micro.16s_g__Aetherobacter,0,0,0,0,..WT,micro.16s,micro.16s_g__Aetherobacter,51,75,..WT: (nodes: 75; links: 51)
-7.449200983412014,7.414316411738557,micro.16s_g__Agrococcus,0,0,0,0,..WT,micro.16s,micro.16s_g__Agrococcus,51,75,..WT: (nodes: 75; links: 51)
6.761480784023478,10.653266684282356,micro.16s_g__Agromyces,0,0,0,0,..WT,micro.16s,micro.16s_g__Agromyces,51,75,..WT: (nodes: 75; links: 51)
1.326245316481591,10.967978503657799,micro.16s_g__Ahniella,0,0,0,0,..WT,micro.16s,micro.16s_g__Ahniella,51,75,..WT: (nodes: 75; links: 51)
-9.796850830579018e-16,16.465,micro.16s_g__AKYG587,0,0,0,0,..WT,micro.16s,micro.16s_g__AKYG587,51,75,..WT: (nodes: 75; links: 51)
7.626686680944778,17.243456892208982,micro.16s_g__Alsobacter,0,0,0,0,..WT,micro.16s,micro.16s_g__Alsobacter,51,75,..WT: (nodes: 75; links: 51)
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,0,0,0,0,..WT,micro.16s,micro.16s_g__Altererythrobacter,51,75,..WT: (nodes: 75; links: 51)
-5.949368596378804,19.21814839940762,micro.16s_g__Amaricoccus,0,0,0,0,..WT,micro.16s,micro.16s_g__Amaricoccus,51,75,..WT: (nodes: 75; links: 51)
1.985417748196108,12.706073360510647,micro.16s_g__Amnibacterium,0,0,0,0,..WT,micro.16s,micro.16s_g__Amnibacterium,51,75,..WT: (nodes: 75; links: 51)
1.6459677317873127,13.601129493462311,micro.16s_g__Anaerobacterium,0,0,0,0,..WT,micro.16s,micro.16s_g__Anaerobacterium,51,75,..WT: (nodes: 75; links: 51)
2.9094945662921954,9.720033448525065,micro.16s_g__Anaerolinea,0,0,0,0,..WT,micro.16s,micro.16s_g__Anaerolinea,51,75,..WT: (nodes: 75; links: 51)
6.335217967378201,17.350183037083504,micro.16s_g__Anaeromyxobacter,0,0,0,0,..WT,micro.16s,micro.16s_g__Anaeromyxobacter,51,75,..WT: (nodes: 75; links: 51)
-0.911931279124332,20.4128538827884,micro.16s_g__Angustibacter,0,0,0,0,..WT,micro.16s,micro.16s_g__Angustibacter,51,75,..WT: (nodes: 75; links: 51)
