X2,Y2,OTU_2,OTU_1,weight,X1,Y1,cor,group,links,nodes,label,link.gro
8.572244476756641e-16,5.465,micro.16s_g__unclassified_f__Xanthobacteraceae,compounds_C04722,-0.9272727272727271,3.2279343020978817,-4.942466132971033,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-2.4492127076447545e-16,13.465,micro.16s_g__Ellin6055,compounds_C05584,0.9999999999999998,-2.0013283508318116,-9.748913969447475,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
0.929446344087537,14.23591205130642,micro.16s_g__unclassified_f__Amb-16S-1323,compounds_C00624,-0.9755335594323596,-0.9429615857605453,-12.843156878843581,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
3.9932326330850727,12.232420684358097,micro.16s_g__Saccharothrix,compounds_C08243,-0.9272727272727271,-5.846780012576952,-11.404540943014688,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-1.3680805733026746,8.706229516856366,micro.16s_g__unclassified_f__Euzebyaceae,compounds_C14441,0.9393939393939392,1.9695071455604045,-9.748913969447473,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-1.3680805733026746,8.706229516856366,micro.16s_g__unclassified_f__Euzebyaceae,compounds_C19592,0.9272727272727271,5.654094309652308,-8.02757955005359,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
3.368478218232786,16.160044586103297,micro.16s_g__Promicromonospora,compounds_C10765,0.9272727272727271,5.180241820070929,-6.98998732995812,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
4.475816456775312,14.693691778882691,micro.16s_g__unclassified_c__OM190,compounds_C05635,-0.9393939393939392,-0.4802822591366239,-13.962940760925893,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
4.475816456775312,14.693691778882691,micro.16s_g__unclassified_c__OM190,compounds_C10457,-0.9393939393939392,-0.9346581917185537,-5.0751218315386115,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
4.809128215864095,13.833314950360414,micro.16s_g__unclassified_c__BD2-11_terrestrial_group,compounds_C16595,-0.9515151515151513,1.6744847384128745,-4.233029488271137,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-4.809128215864095,11.096685049639584,micro.16s_g__unclassified_c__AKAU4049,compounds_C00330,0.9272727272727271,-0.01591060263570366,-8.98998732995812,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-4.809128215864095,13.833314950360414,micro.16s_g__Polaromonas,compounds_C05635,0.9272727272727271,-0.4802822591366239,-13.962940760925893,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-4.809128215864095,13.833314950360414,micro.16s_g__Polaromonas,compounds_C10457,0.9757575757575756,-0.9346581917185537,-5.0751218315386115,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-0.9187475890828503,17.37986549841951,micro.16s_g__Fluviicola,compounds_C05635,0.9848069807617046,-0.4802822591366239,-13.962940760925893,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
4.771757227640559,16.10235246579983,micro.16s_g__Stenotrophobacter,compounds_C16977,-0.9636363636363636,-4.009143235720776,-10.222566645600025,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
5.890249919981129,13.60734665498801,micro.16s_g__Pseudomonas,compounds_C11918,0.9272727272727271,-4.994581484110876,-10.45132912727463,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
5.99559708630486,12.694816402140212,micro.16s_g__Pedobacter,compounds_C05635,0.9393939393939392,-0.4802822591366239,-13.962940760925893,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
5.99559708630486,12.694816402140212,micro.16s_g__Pedobacter,compounds_C10457,0.9393939393939392,-0.9346581917185537,-5.0751218315386115,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
1.367121053418824,6.622827456733326,micro.16s_g__Pirellula,compounds_C01595,0.9636363636363636,0.9111403804891387,-7.13681778107266,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
1.367121053418824,6.622827456733326,micro.16s_g__Pirellula,compounds_C00344,-0.9264501099011717,-1.8221189335714687,-5.327626182936341,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
0.459295517018973,6.482605192897557,micro.16s_g__Pir4_lineage,compounds_C01595,0.9515151515151513,0.9111403804891387,-7.13681778107266,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C06559,0.9272727272727271,1.7902977283000612,-5.327626182936341,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C08152,0.9393939393939392,4.793217613228392,-11.358302280318535,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C00165,0.9272727272727271,-4.825038818499798,-11.358302280318537,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C00089,-0.9272727272727271,-2.245885336597672,-4.419779731861686,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-5.960412538558051,11.7768994476096,micro.16s_g__unclassified_f__Pirellulaceae,compounds_C01595,0.9393939393939392,0.9111403804891387,-7.13681778107266,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
-4.771757227640557,16.10235246579983,micro.16s_g__Pseudoxanthomonas,compounds_C00330,-0.9393939393939392,-0.01591060263570366,-8.98998732995812,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
0.913683345540361,19.405114029616673,micro.16s_g__Chitinophaga,compounds_C17755,0.9272727272727271,-4.903366314937717,-13.47032878738531,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,compounds_C00482,0.9393939393939392,4.124563466256968,-14.332391558588542,+,..KO,42,59,..KO: (nodes: 59; links: 42),both
3.4999999999999996,18.52717782649107,micro.16s_g__Streptosporangium,compounds_C00493,0.9393939393939392,1.1195968635267577,-4.09841514638188,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
3.4999999999999996,18.52717782649107,micro.16s_g__Streptosporangium,compounds_C16595,0.9515151515151513,1.6744847384128745,-4.233029488271137,+,..KO,42,59,..KO: (nodes: 59; links: 42),KO
6.761480784023478,10.653266684282356,micro.16s_g__Agromyces,compounds_C02710,-0.9272727272727271,3.4481910125020514,-11.989987329958119,-,..KO,42,59,..KO: (nodes: 59; links: 42),KO
8.572244476756641e-16,5.465,micro.16s_g__unclassified_f__Xanthobacteraceae,compounds_C06337,0.9393939393939392,-0.015910602635702677,-15.98998732995812,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3.4999999999999982,6.402822173508929,micro.16s_g__Massilia,compounds_C06442,0.9515151515151513,5.923018048649893,-9.136098300318409,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.94974746830583,7.5152525316941645,micro.16s_g__Lysinibacillus,compounds_C00272,0.9272727272727271,3.9773220304493693,-10.222566645600024,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.94974746830583,7.5152525316941645,micro.16s_g__Lysinibacillus,compounds_C00482,0.9272727272727271,4.124563466256968,-14.332391558588542,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.94974746830583,7.5152525316941645,micro.16s_g__Lysinibacillus,compounds_C17385,0.9515151515151513,-5.4737025747628145,-7.497497251946804,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-5.553473382038645,8.203669996938954,micro.16s_g__Nocardioides,compounds_C06552,0.9393939393939392,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.062177826491069,8.964999999999996,micro.16s_g__unclassified_o__Bacillales,compounds_C06426,0.9515151515151513,3.6930433146879276,-5.273668761501396,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.062177826491069,8.964999999999996,micro.16s_g__unclassified_o__Bacillales,compounds_C09780,0.9272727272727271,5.654094309652308,-11.95239510986265,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.062177826491069,8.964999999999996,micro.16s_g__unclassified_o__Bacillales,compounds_C09765,-0.9387209722839687,5.180241820070929,-12.989987329958119,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.062177826491069,8.964999999999996,micro.16s_g__unclassified_o__Bacillales,compounds_C06552,-0.9393939393939392,1.674484738412877,-15.746945171645104,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.467156727579006,9.786215973444367,micro.16s_g__Bradyrhizobium,compounds_C09780,0.9272727272727271,5.654094309652308,-11.95239510986265,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.467156727579006,9.786215973444367,micro.16s_g__Bradyrhizobium,compounds_C06552,-0.9636363636363636,1.674484738412877,-15.746945171645104,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.467156727579006,9.786215973444367,micro.16s_g__Bradyrhizobium,compounds_C00803,-0.9636363636363636,-4.5504080487612555,-6.060822926286413,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.761480784023477,10.65326668428235,micro.16s_g__Pseudolabrys,compounds_C06426,0.9393939393939392,3.6930433146879276,-5.273668761501396,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.761480784023477,10.65326668428235,micro.16s_g__Pseudolabrys,compounds_C09765,-0.9387209722839687,5.180241820070929,-12.989987329958119,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-2.6787840265556326,18.932156727579006,micro.16s_g__Phenylobacterium,compounds_C01852,0.915151515151515,-5.212063025342337,-6.989987329958124,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.811733315717651,19.226480784023476,micro.16s_g__Bacillus,compounds_C00847,0.915151515151515,-0.015910602635702802,-14.98998732995812,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.811733315717651,19.226480784023476,micro.16s_g__Bacillus,compounds_C09780,0.915151515151515,5.654094309652308,-11.95239510986265,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.811733315717651,19.226480784023476,micro.16s_g__Bacillus,compounds_C00482,0.9515151515151513,4.124563466256968,-14.332391558588542,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.811733315717651,19.226480784023476,micro.16s_g__Bacillus,compounds_C06552,-0.915151515151515,1.674484738412877,-15.746945171645104,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.811733315717651,19.226480784023476,micro.16s_g__Bacillus,compounds_C17385,0.9393939393939392,-5.4737025747628145,-7.497497251946804,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.608452130361228,14.93713595499958,micro.16s_g__unclassified_f__Xanthomonadaceae,compounds_C09780,-0.915151515151515,5.654094309652308,-11.95239510986265,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.608452130361228,14.93713595499958,micro.16s_g__unclassified_f__Xanthomonadaceae,compounds_C00482,-0.9636363636363636,4.124563466256968,-14.332391558588542,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.608452130361228,14.93713595499958,micro.16s_g__unclassified_f__Xanthomonadaceae,compounds_C06552,0.915151515151515,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.608452130361228,14.93713595499958,micro.16s_g__unclassified_f__Xanthomonadaceae,compounds_C17385,-0.9757575757575756,-5.4737025747628145,-7.497497251946804,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.918571535047462,11.32648129381372,micro.16s_g__unclassified_f__SC-I-84,compounds_C06426,0.915151515151515,3.6930433146879276,-5.273668761501396,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.918571535047462,11.32648129381372,micro.16s_g__unclassified_f__SC-I-84,compounds_C06337,0.915151515151515,-0.015910602635702677,-15.98998732995812,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
6.603775175702193,7.949454249065848,micro.16s_g__Conexibacter,compounds_C02710,0.9272727272727271,3.4481910125020514,-11.989987329958119,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.603775175702192,7.949454249065846,micro.16s_g__Candidatus_Solibacter,compounds_C00272,0.915151515151515,3.9773220304493693,-10.222566645600024,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-7.454912233691617,9.562538357194867,micro.16s_g__Aetherobacter,compounds_C17755,-0.9515151515151513,-4.903366314937717,-13.47032878738531,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-7.277055962836148,15.788320104015089,micro.16s_g__Mucilaginibacter,compounds_C01479,0.9636363636363636,-4.903366314937718,-6.509645872530933,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.335217967378205,17.3501830370835,micro.16s_g__Asticcacaulis,compounds_C06442,0.9272727272727271,5.923018048649893,-9.136098300318409,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.335217967378205,17.3501830370835,micro.16s_g__Asticcacaulis,compounds_C06337,-0.9393939393939392,-0.015910602635702677,-15.98998732995812,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.911931279124332,20.4128538827884,micro.16s_g__Angustibacter,compounds_C01507,-0.915151515151515,-5.8467800125769545,-8.57543371690156,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.9593701661158036e-15,20.465,micro.16s_g__Burkholderia-Caballeronia-Paraburkholderia,compounds_C17753,0.9393939393939392,0.9135357414518336,-8.219075278651701,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.9593701661158036e-15,20.465,micro.16s_g__Burkholderia-Caballeronia-Paraburkholderia,compounds_C01835,0.915151515151515,-4.005996739036901,-13.003160511854404,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.9593701661158036e-15,20.465,micro.16s_g__Burkholderia-Caballeronia-Paraburkholderia,compounds_C05103,-0.9393939393939392,-0.015910602635704884,-3.9899873299581206,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.9347339618992163,21.25458500139078,micro.16s_g__unclassified_f__A21b,compounds_C09765,-0.9264501099011717,5.180241820070929,-12.989987329958119,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
7.626686680944778,17.243456892208982,micro.16s_g__Alsobacter,compounds_C01933,0.9264501099011717,1.8541218827351262,-10.699197104043192,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
6.644636918977489,6.394678738735376,micro.16s_g__unclassified_o__Micrococcales,compounds_C00299,0.9393939393939392,3.6569538248853926,-8.405668265801493,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
6.644636918977489,6.394678738735376,micro.16s_g__unclassified_o__Micrococcales,compounds_C16316,0.9757575757575756,-2.5870610413818618,-6.925809557482209,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.639984714593193,4.753285414491695,micro.16s_g__Sanguibacter-Flavimobilis,compounds_C06552,0.937436866561092,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.915371393843278,20.00417263766968,micro.16s_g__Rhodanobacter,compounds_C01092,-0.9515151515151513,0.5544256571893925,-4.0171557945196135,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.8700324853708294,11.755790225914929,micro.16s_g__Hydrogenophaga,compounds_C00272,-0.9317050452262764,3.9773220304493693,-10.222566645600024,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.8700324853708294,11.755790225914929,micro.16s_g__Hydrogenophaga,compounds_C00482,-0.9191989372366618,4.124563466256968,-14.332391558588542,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.8700324853708294,11.755790225914929,micro.16s_g__Hydrogenophaga,compounds_C06552,0.9317050452262764,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.8700324853708294,11.755790225914929,micro.16s_g__Hydrogenophaga,compounds_C04368,-0.9191989372366618,-1.1514180687981623,-15.881559513534361,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-1.8700324853708294,11.755790225914929,micro.16s_g__Hydrogenophaga,compounds_C17385,-0.9317050452262764,-5.4737025747628145,-7.497497251946804,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3,12.465,micro.16s_g__Polycyclovorans,compounds_C06337,0.9393939393939392,-0.015910602635702677,-15.98998732995812,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.673819061467132e-16,9.465,micro.16s_g__Chiayiivirga,compounds_C00482,-0.9387209722839687,4.124563466256968,-14.332391558588542,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.673819061467132e-16,9.465,micro.16s_g__Chiayiivirga,compounds_C06552,0.9632626970495625,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.673819061467132e-16,9.465,micro.16s_g__Chiayiivirga,compounds_C17385,-0.9264501099011717,-5.4737025747628145,-7.497497251946804,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3,12.465,micro.16s_g__Lacibacter,compounds_C09780,-0.9636363636363636,5.654094309652308,-11.95239510986265,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3,12.465,micro.16s_g__Lacibacter,compounds_C06552,0.9757575757575756,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3,12.465,micro.16s_g__Lacibacter,compounds_C17755,0.9515151515151513,-4.903366314937717,-13.47032878738531,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.672864427521096,14.049319064156627,micro.16s_g__unclassified_o__MVP-88,compounds_C05380,0.9862068965517242,0.5544256571893939,-15.962818865396628,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.672864427521096,14.049319064156627,micro.16s_g__unclassified_o__MVP-88,compounds_C03510,0.9724137931034482,-5.954839253921299,-10.843876359597832,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.4643716565009205,8.492046569032228,micro.16s_g__unclassified_c__OLB14,compounds_C00803,0.9515151515151513,-4.5504080487612555,-6.060822926286413,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-2.198035912283224,9.123048754348254,micro.16s_g__Glycomyces,compounds_C06442,0.9393939393939392,5.923018048649893,-9.136098300318409,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3.6728644275210964,14.049319064156625,micro.16s_g__unclassified_f__Microscillaceae,compounds_C00587,-0.915151515151515,-6.0091146377337505,-9.704495835015667,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.368478218232786,16.160044586103297,micro.16s_g__Promicromonospora,compounds_C06442,0.9272727272727271,5.923018048649893,-9.136098300318409,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.368478218232787,8.769955413896705,micro.16s_g__Variovorax,compounds_C09780,-0.9272727272727271,5.654094309652308,-11.95239510986265,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
3.368478218232787,8.769955413896705,micro.16s_g__Variovorax,compounds_C06552,0.9636363636363636,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.8062083309357646,7.8026388529782205,micro.16s_g__Sandaracinus,compounds_C05849,0.9191989372366618,1.3103347138458876,-11.487008826300322,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-2.632160814386779,8.213914321351929,micro.16s_g__unclassified_f__Ardenticatenaceae,compounds_C17385,-0.9272727272727271,-5.4737025747628145,-7.497497251946804,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-3.9900861364011977,9.451826818103717,micro.16s_g__BIyi10,compounds_C01225,0.915151515151515,-1.6618783344230166,-8.85385783649581,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.809128215864095,13.833314950360414,micro.16s_g__Polaromonas,compounds_C01451,0.9387209722839687,3.69304331468793,-14.706305898414843,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.9187475890828503,17.37986549841951,micro.16s_g__Fluviicola,compounds_C19615,-0.915151515151515,-2.4429615857605462,-8.226631573080702,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.9187475890828503,17.37986549841951,micro.16s_g__Fluviicola,compounds_C05198,-0.915151515151515,-1.8111073234375532,-6.4154567686644715,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
5.99559708630486,12.694816402140212,micro.16s_g__Pedobacter,compounds_C03840,0.9272727272727271,2.73344852772876,-15.323000021887662,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
5.785520972718846,10.87511098682003,micro.16s_g__unclassified_f__Sandaracinaceae,compounds_C00881,-0.915151515151515,-0.015910602635703045,-12.98998732995812,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
5.785520972718846,10.87511098682003,micro.16s_g__unclassified_f__Sandaracinaceae,compounds_C06082,-0.9393939393939392,-2.2458853365976674,-15.560194928054557,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.367121053418824,6.622827456733326,micro.16s_g__Pirellula,compounds_C11512,0.9393939393939392,4.871545109666311,-6.509645872530931,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C00147,-0.9757575757575756,0.9028369864471483,-5.0751218315386115,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C20388,-0.9757575757575756,5.441881369491407,-7.497497251946802,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.45929551701897414,6.482605192897557,micro.16s_g__Inquilinus,compounds_C00157,-0.9272727272727271,4.518586843489847,-13.91915173362983,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-5.475021698859302,10.010588176971964,micro.16s_g__unclassified_o__Burkholderiales,compounds_C01197,-0.9272727272727271,-6.0091146377337505,-10.275478824900578,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-5.475021698859302,10.010588176971964,micro.16s_g__unclassified_o__Burkholderiales,compounds_C00632,-0.9272727272727271,-4.156384671528375,-5.6475831013277,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.771757227640557,16.10235246579983,micro.16s_g__Pseudoxanthomonas,compounds_C00272,-0.9272727272727271,3.9773220304493693,-10.222566645600024,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-4.771757227640557,16.10235246579983,micro.16s_g__Pseudoxanthomonas,compounds_C04368,-0.915151515151515,-1.1514180687981623,-15.881559513534361,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.9158957053132452,18.39468254268209,micro.16s_g__unclassified_f__Rhizobiales_Incertae_Sedis,compounds_C16512,-0.9393939393939392,2.6162502117510753,-5.73890165131005,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-0.9158957053132452,18.39468254268209,micro.16s_g__unclassified_f__Rhizobiales_Incertae_Sedis,compounds_C01197,-0.915151515151515,-6.0091146377337505,-10.275478824900578,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
0.913683345540361,19.405114029616673,micro.16s_g__Chitinophaga,compounds_C00178,-0.915151515151515,-0.9429615857605462,-7.13681778107266,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
0.913683345540361,19.405114029616673,micro.16s_g__Chitinophaga,compounds_C20388,-0.9272727272727271,5.441881369491407,-7.497497251946802,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,compounds_C09780,-0.9636363636363636,5.654094309652308,-11.95239510986265,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,compounds_C00482,-0.9515151515151513,4.124563466256968,-14.332391558588542,-,..OE,90,93,..OE: (nodes: 93; links: 90),both
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,compounds_C06552,0.9515151515151513,1.674484738412877,-15.746945171645104,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
1.8117333157176452,19.22648078402348,micro.16s_g__Altererythrobacter,compounds_C17385,-0.9272727272727271,-5.4737025747628145,-7.497497251946804,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
6.06217782649107,15.965,micro.16s_g__Terrimonas,compounds_C01225,0.915151515151515,-1.6618783344230166,-8.85385783649581,+,..OE,90,93,..OE: (nodes: 93; links: 90),OE
6.940114029616673,11.55131665445964,micro.16s_g__OM27_clade,compounds_C01735,-0.9272727272727271,0.46272072593941277,-11.931870964810225,-,..OE,90,93,..OE: (nodes: 93; links: 90),OE
-6.062177826491069,8.964999999999996,micro.16s_g__unclassified_o__Bacillales,compounds_C19615,-0.9636363636363636,-2.4429615857605462,-8.226631573080702,-,..WT,51,75,..WT: (nodes: 75; links: 51),WT
-5.55347338203865,16.72633000306104,micro.16s_g__Microvirga,compounds_C12819,0.9272727272727271,-3.259755507369293,-4.942466132971036,+,..WT,51,75,..WT: (nodes: 75; links: 51),WT
1.8119741394061148,20.25709533553867,micro.16s_g__Skermanella,compounds_C00350,0.9515151515151513,-5.685915514923714,-8.027579550053591,+,..WT,51,75,..WT: (nodes: 75; links: 51),WT
7.075463447982514,8.73166141419461,micro.16s_g__Marmoricola,compounds_C14829,-0.9272727272727271,2.411140380489139,-11.753343086835539,-,..WT,51,75,..WT: (nodes: 75; links: 51),WT
6.045996594834066,7.22611412843772,micro.16s_g__Flavisolibacter,compounds_C10664,-0.9272727272727271,5.977293432462345,-9.704495835015667,-,..WT,51,75,..WT: (nodes: 75; links: 51),WT
