,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,shoot-EOD-Arabidopsis-1-451-3-S,shoot-EOD-Arabidopsis-2-452-3-S,shoot-EOD-Arabidopsis-3-453-3-S,shoot-EOD-Arabidopsis-4-454-3-S,shoot-EOD-Arabidopsis-5-455-3-S,shoot-EOD-Arabidopsis-6-456-3-S,shoot-EOD-Brachy-1-433-3-S,shoot-EOD-Brachy-2-434-3-S,shoot-EOD-Brachy-3-436-3-S,shoot-EOD-Brachy-4-437-3-S,shoot-EOD-Brachy-5-438-3-S,shoot-EOD-Brachy-6-439-3-S,shoot-EOD-Medicago-1-442-3a-S,shoot-EOD-Medicago-2-442-3b-S,shoot-EOD-Medicago-3-444-3a-S,shoot-EOD-Medicago-4-449-3a-S,shoot-EOD-Medicago-5-449-3b-S,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R,shoot-EON-Arabidopsis-1-451-4-S,shoot-EON-Arabidopsis-2-452-4-S,shoot-EON-Arabidopsis-3-453-4-S,shoot-EON-Arabidopsis-4-454-4-S,shoot-EON-Arabidopsis-5-455-4-S,shoot-EON-Arabidopsis-6-456-4-S,shoot-EON-Brachy-1-433-4-S,shoot-EON-Brachy-2-434-4-S,shoot-EON-Brachy-3-436-4-S,shoot-EON-Brachy-5-438-4-S,shoot-EON-Brachy-6-439-4-S,shoot-EON-Medicago-1-442-4c-S,shoot-EON-Medicago-2-444-4b-S,shoot-EON-Medicago-3-444-4c-S,shoot-EON-Medicago-4-449-4c-S
1-methyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline,0.000336455901002966,0.000248396500032277,0.000218041133499906,0.000534797239125863,0.000300504383906961,0.000238454134959491,1.00010440678752e-05,0,8.19707257013133e-06,1.30114360217343e-05,6.88144033704795e-06,9.12022997239837e-06,1.76270795603655e-05,1.62245229260647e-05,1.12699388930053e-05,1.12383313676854e-05,1.26602797634659e-05,3.33687509572016e-05,1.72394687546709e-05,2.0628114279497e-05,2.11922100024364e-05,0,2.86206102424976e-05,0,2.71133316564231e-06,0,0,0,4.86779299963548e-06,5.28945085217723e-05,1.31133686045982e-05,3.15204127824514e-05,4.59563443918773e-05,2.10059262768e-05,0.00021039272123115,0.000402826219025253,0.00024226390913866,0.000369389264096417,0.000360125514665899,2.33880693261916e-05,0,1.83576863568777e-05,0.000146627265276943,8.83669559365883e-06,1.52422883583718e-05,0,1.26889591342631e-05,0,2.58122616828917e-05,2.20400431929998e-05,3.91451518644008e-05,5.06134735951128e-06,1.0591438549939e-05,0,0,8.97322562304871e-06,0,5.7456546787058e-06,0,2.81443487727629e-06,4.97201884966627e-06,1.72341992812422e-05,1.0364281804155e-05,1.09285330965022e-05,1.93490380570022e-05
2-amino-2-methylpropanoic acid,1.30701562449974e-05,1.10323809673927e-05,0,1.62603474825529e-05,0,9.92679407117072e-06,0.000311556645920749,0.000238210226261393,0.000335493913620816,0.00012043172253546,0.000103693450458379,0.000220412726873196,0,0,4.77004819240154e-06,5.53038431034838e-06,0,0,0,5.10819488805069e-06,6.92111075862629e-06,5.12513444375403e-06,0,3.04947937304499e-05,1.86932828260571e-05,2.23995298028213e-05,1.97078441516025e-05,2.56435330774466e-05,3.11424896417612e-05,6.76561796787361e-06,6.61182310394961e-06,6.21872290824593e-06,9.55601144902828e-06,5.98710213181968e-06,0,1.44272648722949e-05,8.47995112576635e-06,1.33517431092154e-05,1.25649941671582e-05,0.000479980690790201,0.000152268890522937,0.000150979413824791,0.000148039644489623,0.000183282395924519,0.000153502811560006,0.000142597397994273,0,0,0,0,0,0,4.63289888974831e-06,4.17392196990506e-06,3.08142089544702e-06,5.47518606342459e-06,2.43921206496246e-05,3.51056020239292e-05,1.64478271488335e-05,2.43150468024934e-05,2.51498556626663e-05,1.12776360271741e-05,5.87232730195989e-06,4.913395815664e-06,4.73903915881946e-06
2-phosphoglyceric acid,0,0,0,0,0,0,0,0,8.70854625081382e-06,0,6.56097800015485e-06,0,0,7.79452910675852e-06,0,1.04923133614283e-05,4.48729080843178e-06,7.51005166717085e-06,0,4.59623879373025e-06,7.34745102665979e-06,1.01008180741277e-05,0,4.03689209811547e-06,0,0,4.61525006643593e-06,3.26307571363918e-06,0,3.0030880073382e-05,4.49720146717386e-05,2.49284333466078e-05,2.71627935487715e-05,2.79128985907913e-05,0,0,0,0,0,5.02142870243842e-06,0,9.43768098776184e-06,0,3.3916202736166e-06,4.14354891921935e-06,0,3.98461514196307e-06,7.41106274149158e-06,6.40930624947455e-06,0,4.52916783389889e-06,8.25587607670979e-06,9.73755279028687e-06,6.31456872685819e-06,4.10440850891167e-06,4.66428325239252e-06,4.0508806619599e-06,6.56223440000315e-06,6.42604422448835e-06,4.39762369389249e-06,4.93874958253392e-06,4.55082951384198e-05,1.27025817127123e-05,3.83311217603985e-05,5.39788516572051e-05
2-deoxyadenosine,0.000112623234830342,8.44661058285823e-05,5.36948973051556e-05,7.43208377778336e-05,4.09365427290612e-05,0.000148241665176574,2.40653674829703e-05,4.16048108939492e-05,3.14085246687619e-05,3.04464196974937e-05,3.40989577663203e-05,2.96556065533222e-05,6.66858076782094e-06,1.12138900858551e-05,6.58273124238083e-05,8.95610741937927e-06,1.07784264788497e-05,6.75375650468731e-06,1.28651239790947e-05,2.34637929514556e-05,1.6422472653111e-05,5.56271632509087e-06,1.42784022233158e-05,0.000517981111338457,0.00132682225321773,0.000330045229765152,0.00063689527832978,0.000576786774673112,0.000768940847529228,0.000243379822153599,0.000237841830843922,0.000212999453176008,0.000160741220041431,0.00018998630688959,7.17036611046348e-05,8.46921269947333e-05,5.42841670543706e-05,9.50844040424001e-05,5.85490634225698e-05,3.78310619614919e-05,1.6107456714466e-05,4.83681862626462e-05,5.70966849408301e-05,3.06100969339329e-05,2.48962856631711e-05,2.55484156606171e-05,1.80187827545209e-05,5.32439067033974e-05,3.19709314509855e-06,3.98172183323426e-06,6.93667619889036e-06,3.30246876285204e-06,1.82825088387605e-06,5.61535320003131e-06,6.46462417496199e-06,3.96533773521513e-06,0.000736213181093217,0.000986568254109705,0.000355458715390558,0.000694305162316369,0.000730000347287226,0.00024006355398327,0.000150170854028891,0.000232320700127573,0.000263772466078442
2-deoxyguanosine,2.49760326547583e-05,2.16046085525835e-05,3.4915809041317e-05,0,1.74319962838535e-05,0.000206812943215083,1.30717715444738e-05,5.7442465323728e-05,5.29233455619231e-05,2.1059491150131e-06,7.30308993027655e-07,0.000140928993828292,2.87192664901782e-05,2.68195647561363e-05,3.12907304668596e-05,3.17530250714529e-05,4.42593790642932e-05,1.16546680001863e-05,1.16645100097821e-05,1.46199676745466e-05,3.26222453105233e-05,8.25826626612793e-05,0,2.96994131446288e-05,0.000110294671914911,7.48405388204686e-05,3.52665413509307e-05,0.000209932469680952,3.04954956099136e-05,1.00076206262438e-05,6.0239321e-05,3.96879232785104e-05,8.15354843174635e-06,4.49265280909269e-05,8.22386070888416e-06,7.81757129046234e-06,4.46560030376358e-05,6.61054234344512e-06,5.77254586020721e-06,0.000122131505685053,1.29498790058019e-05,0.000116357145515801,5.73511974793322e-06,0.000171286955837868,0.000131955531972278,3.01289865316644e-05,5.13293569679822e-05,1.56721383833925e-05,3.72779884643792e-05,5.27825315849964e-06,3.09825998371694e-06,0.00010578823069344,0.000702701693010651,0.0016950429402269,0.000282471513225528,6.80474445097488e-05,0.000119993080779263,0.000102217212132816,0.000517983229858125,0.000266978415798537,0.00066384069271749,0.000152537119384584,0.000338255225022152,9.59603072902753e-05,2.14358728592474e-05
3-dehydroshikimic acid and or isomers,0.00061517122963763,0.000294435675675231,0.000480927563444248,0.000172344202370581,0.000127487081268626,0.000821919550339651,0.000191109564219541,0.000258774872261925,0.00032109447061175,0.000206638970591479,0.000148792865446601,0.000264803900659775,5.92903641910039e-05,5.33529170404863e-05,0.000153999672799768,9.50458541964627e-05,9.98410418959589e-05,1.53369611937214e-05,2.7561860781938e-05,2.60133724711764e-05,3.65906418671914e-05,2.1037923213853e-05,2.22603928083036e-05,0.000205893509811875,0.000347164352234744,0.000267708752056961,0.000248687063630905,0.000371091921811192,0.000240985419758204,0.000311631699774856,0.000418125464381089,0.000200486958475398,0.000270471622935472,0.000329809339161628,0.000199119966420226,0.000336364625215237,0.000348334378381208,0.000338468775664157,0.000339474861913358,0.00027092899161064,0.00018055740221861,0.000412089543097598,0.000284525929794214,0.000291255564680283,0.000397509302430487,0.000222191592905903,0.000130505235519341,9.07045031611678e-05,4.24146956442585e-05,6.84954573792074e-05,2.19683724279814e-05,1.0718131320982e-05,1.71063009748594e-05,1.74715388612306e-05,1.28136635747982e-05,1.70783108187332e-05,0.000234192065569637,0.000319083570675135,0.000250136782675551,0.000369538753474369,0.000288158358865,0.000249347128870461,0.000304700877265873,0.00038434059959556,0.000333091333351258
3-hydroxyanthranilic acid,2.02940568271193e-05,2.25432979863169e-05,1.47365222851751e-05,1.86070556484601e-05,1.86657099874781e-05,3.27592484379012e-05,0.000204739748964721,0.000286212482079333,0.000263319303728113,0.00018349299970292,0.000127544937766469,0.000248197057466346,2.34753649467826e-05,2.02695339822156e-05,2.11636317285089e-05,1.99442838913148e-05,2.4725450053033e-05,9.93870768999597e-06,7.85185875989491e-06,9.92770336731859e-06,1.25392037213773e-05,6.92890180080579e-06,7.26642473657876e-06,0.000235866725725052,0.000339364486345035,0.000483053383009051,0.000296063221551602,0.000308098808967744,0.000264858923098219,1.39100452876709e-05,1.86118505914838e-05,1.53580385475113e-05,1.54470281233336e-05,2.08467986921005e-05,9.75723886452443e-06,1.77147232270139e-05,1.48064618381339e-05,1.3926193382334e-05,1.02311316568023e-05,0.000202455351647539,0.000179062250284975,0.000447317430382349,4.12551342901997e-05,0.000256752537511613,0.000182617297983945,0.000239983281157078,3.03216282101781e-05,1.63067476213761e-05,1.73282674022845e-05,1.37670759809429e-05,7.11800643306087e-06,5.82338808187222e-06,1.11515442493229e-05,3.6006542136419e-05,9.0421041838326e-06,1.95437074889996e-05,0.000370147824775154,0.00037122952529328,0.000602727202417702,0.00036436524150161,0.000366514319393019,2.01359678335617e-05,2.35787584765216e-05,1.57897033593749e-05,1.24056439420203e-05
isomer of 3-methoxy-4-hydroxymandelic acid,3.6894120968997e-06,2.81658492495485e-06,2.00107054840662e-06,4.23899051212843e-06,2.29440779047667e-06,3.95294472382772e-06,0.000342602389268379,0.000308087315226134,0.000341405712614674,0.000244502173504523,0.000188604024659759,0.000293060074178915,0,1.58703845739855e-06,0,0,0,0,4.11409451795524e-06,3.70574335171905e-06,8.19789769386909e-06,4.13960738932834e-06,6.42623480215294e-06,0.000409505047779613,0.000471116006237684,0.000404924201562619,0.000394419311941435,0.000325771569815952,0.000325439421899719,5.4195157689704e-06,2.08004990600269e-05,6.12403018299207e-06,1.02052202165328e-05,9.72597903685613e-06,2.75016218415735e-06,5.69251741472226e-06,3.92308528763005e-06,5.55361727336112e-06,0,0.000240661146713781,0.000229307998681861,0.000387832174868942,3.46175659469978e-05,0.000332540899240248,0.000190517626971562,0.00033485199635958,2.65216622028206e-06,3.64053847804061e-06,0,0,5.52807284123486e-06,3.50501402331999e-06,2.47851262222752e-06,4.68975117358446e-06,3.96956935480875e-06,4.41176977728774e-06,0.000421187503432761,0.000500574011655257,0.000458902447831509,0.00047406142213295,0.000333124508609188,1.59997683717268e-05,3.82833296815529e-06,3.51988342719323e-05,8.75273618779003e-06
3-methoxytyramine and or isomers,0.00061517122963763,0.000294435675675231,0.000480927563444248,0.000172344202370581,0.000127487081268626,0.000821919550339651,0.000191109564219541,0.000258774872261925,0.00032109447061175,0.000206638970591479,0.000148792865446601,0.000264803900659775,5.92903641910039e-05,5.33529170404863e-05,0.000153999672799768,9.50458541964627e-05,9.98410418959589e-05,1.53369611937214e-05,2.7561860781938e-05,2.60133724711764e-05,3.65906418671914e-05,2.1037923213853e-05,2.22603928083036e-05,0.000205893509811875,0.000347164352234744,0.000267708752056961,0.000248687063630905,0.000371091921811192,0.000240985419758204,0.000311631699774856,0.000418125464381089,0.000200486958475398,0.000270471622935472,0.000329809339161628,0.000199119966420226,0.000336364625215237,0.000348334378381208,0.000338468775664157,0.000339474861913358,0.00027092899161064,0.00018055740221861,0.000412089543097598,0.000284525929794214,0.000291255564680283,0.000397509302430487,0.000222191592905903,0.000130505235519341,9.07045031611678e-05,4.24146956442585e-05,6.84954573792074e-05,2.19683724279814e-05,1.0718131320982e-05,1.71063009748594e-05,1.74715388612306e-05,1.28136635747982e-05,1.70783108187332e-05,0.000234192065569637,0.000319083570675135,0.000250136782675551,0.000369538753474369,0.000288158358865,0.000249347128870461,0.000304700877265873,0.00038434059959556,0.000333091333351258
3-methyglutaric acid,7.36710534708845e-05,3.56082458568118e-05,2.05313640298449e-05,4.23096399927266e-05,2.56258404043743e-05,3.81542980774494e-05,1.98632413183501e-05,1.67169999591962e-05,1.65749055142241e-05,2.36059275618736e-05,1.82439624420804e-05,1.63304966710174e-05,3.93875730621936e-06,7.79835170629128e-06,2.47358633141322e-06,3.30302541665569e-06,4.44339413146466e-06,5.9408479288992e-06,1.34291060558149e-05,6.41115585593419e-06,2.65574547196689e-05,7.87440958123716e-06,2.52161116241255e-05,0.000161435966473072,0.00012976821946567,7.06418828785333e-05,0.000167753955288832,3.94636916700449e-05,0.000139188960568198,1.75399286269532e-05,9.56517464162085e-06,1.07972414955367e-05,1.9617402224076e-05,1.01578003530122e-05,3.19549129911414e-05,5.0155507591597e-05,2.78470627820973e-05,2.79466975543208e-05,3.66045530898426e-05,2.19490566126001e-05,2.13341941206176e-05,1.92890970764276e-05,2.02748133387131e-05,2.14199748879732e-05,1.78426688525185e-05,2.35657917423468e-05,5.65889577071141e-06,8.0835823104168e-06,2.24884087187322e-06,9.07885088938621e-06,1.20586320388739e-05,1.33118768114264e-05,8.74298072088527e-06,1.11519131562913e-05,1.00853468795807e-05,2.96903330213028e-05,0.000159453783887099,0.000208873012470071,8.50975585321753e-05,9.30816831822628e-05,7.5066421264388e-05,1.69419466725501e-05,1.61172433882787e-05,8.00797935823532e-06,1.81025823560881e-05
3-methyl-histidine,6.58997403559155e-05,0.000114422042563303,3.88461955416369e-05,5.49470934060619e-05,6.2750163745181e-05,0.000113722772482887,0.000866947040385392,0.000874846805103286,0.000979438694430938,0.000782799346610854,0.000501570091516742,0.000753227119997177,7.76107298920076e-05,8.15801412662554e-05,6.14385037166117e-05,6.97349305727632e-05,6.93947638437523e-05,1.31749736747663e-05,3.92494243033316e-05,2.72623738264801e-05,4.4871383989967e-05,4.53538822327741e-05,8.52165944612881e-06,0.000151163146460221,0.000184801245898617,0.000377741191252861,7.99088981886074e-05,0.000103880039986977,9.27862200166889e-05,4.62553316180299e-05,5.33251043245767e-05,3.86024564557258e-05,4.17276215676189e-05,6.36678444258658e-05,1.97958724317006e-05,3.75630574667107e-05,9.5227827782184e-05,3.30660231511126e-05,2.12273753824472e-05,0.00105282932254905,0.000560019597900985,0.00119529515492797,0.000155845016258691,0.000880459031000702,0.000806086570796113,0.00085376024952357,6.88754764938951e-05,7.47552565576413e-05,8.29631650833789e-05,5.31218593281126e-05,1.7623620886172e-06,1.70361763108453e-05,3.22767577996062e-05,3.02342610278466e-05,2.13333896260543e-05,9.04469249439837e-06,0.000141164362475109,0.00019907671686183,0.000422002001950631,0.000151638195378961,0.000125765772250662,7.33916087725089e-05,0.00014326810523428,4.28192725962399e-05,3.03363862488315e-05
4-acetamidobutanoic acid,0.000602412958098455,0.000491590447985379,0.000728770760015443,0.000124435637825768,0.000315991428525264,0.000626285471936545,0.00164341729572358,0.00229226470218915,0.00241288028165629,0.00152370979305594,0.0011884306147915,0.00196246764247585,6.39360779107165e-05,7.87254639459004e-05,0.000102019007145604,6.22739726038246e-05,0.00010837433921405,0.00147817149212972,0.00106771247666062,0.00126021516145274,0.000530337342861568,0.000432188238446859,0.00203011620473002,0.00857407906413277,0.00461829083227894,0.010667405545372,0.00507055030049009,0.00759815494838312,0.00597379547336861,0.000309274150008451,5.85120545523851e-05,0.000103060756609982,9.16508857067736e-05,0.000176037604265564,0.000424628729063856,0.000238035410680063,0.000496839938611659,0.000201000795739618,0.000353099249742858,0.0018993685140842,0.00133562596279655,0.00392676902791451,0.000421966985548513,0.00240371987202279,0.00158888351434023,0.00201482970371112,0.000119269613838792,9.10480251680367e-05,0.000152344402464298,4.30167002233757e-05,0.000289701336546249,0.000353698305539521,0.000349579276040236,0.000326677278137723,0.000649232033142987,0.00231116109759427,0.00442472321629164,0.00794751878776304,0.00797768559840525,0.013516376632793,0.00675375625805583,0.000118779547266777,0.000450639482283473,8.63159269313302e-05,0.000106317050230336
4-imidazoleacetic acid,2.66572732035959e-05,9.34551620071195e-06,2.64901238285558e-05,9.46305146368119e-06,7.48597701897086e-06,1.12424514588214e-05,6.49980169370901e-06,4.32331127407495e-06,1.91479821073085e-06,5.80995733111712e-06,2.5104706742943e-06,4.74011715993404e-06,9.93931414053272e-06,6.42042064708535e-06,1.60594159606647e-05,7.79591861465752e-06,7.95973334777495e-06,2.53973010906122e-05,0.000242540491276247,0.000254342060113053,9.73343753372728e-05,4.93524661255204e-05,8.90395050334838e-05,0.00053110051157949,0.000531663823830634,0.000306554560499115,0.000510461873752267,0.000276377462416427,0.000532071799212499,0,0,9.33780545101445e-06,1.87474957579527e-05,9.73907231280231e-06,6.68440647515367e-05,2.01202219439023e-05,2.33943407038766e-05,1.75567478632837e-05,4.48380331146491e-05,1.20749262590632e-05,1.84857781713621e-06,4.78432234975451e-06,3.8537560493068e-05,1.80087144144353e-06,8.21028169417739e-07,1.55143397060593e-06,1.42843484320989e-05,2.00131708758425e-05,7.05100714196978e-06,3.28495475402539e-05,0.000324530350293742,0.000351063407742376,0.000196306508497701,9.92068690676152e-05,7.59903961156115e-05,0.000180133109674308,0.000541105016201362,0.000619840889902303,0.000343864623756743,0.000347811468358784,0.000300193310113782,4.61973486478586e-06,6.44077377041002e-05,2.84414530329719e-06,0
4-pyridoxic acid,2.57704144929275e-05,1.55974022026889e-05,8.86388021691296e-05,1.1460146742599e-05,1.57539346990844e-05,2.18886281892288e-05,6.65242808971065e-06,1.15375293788783e-05,8.01227806803589e-06,3.58723526036409e-06,2.63782586682115e-06,1.2080183923244e-05,2.85250884933597e-05,1.48111242086087e-05,3.83600638205157e-05,2.61092654391884e-05,1.50915746817601e-05,7.02589361228738e-05,0.000238908162026237,0.000648455216058008,9.84121379654278e-05,0.000113984418493468,9.74227237988195e-05,0.000530201022640877,0.000559272614242111,0.000762567331271876,0.000538191211902186,0.000912599569489064,0.000481237313706708,7.16466136744158e-06,7.30557092178622e-06,3.0679052504471e-05,1.79462064161026e-05,3.25233191753013e-05,7.28566062580289e-05,2.14127033677105e-05,5.4972391341061e-05,1.42033359009122e-05,4.34289906731496e-05,2.62514146920193e-05,1.3338290387373e-06,1.04278024575116e-05,3.72390437960791e-05,6.76964670745721e-06,5.20786526127941e-06,2.01096243005868e-06,3.44999902460508e-05,1.85541080607052e-05,2.27087623882278e-05,2.93049436964751e-05,0.000325718674866054,0.000367488133373761,0.000506580270096956,0.000276655347279988,0.000184806205553669,0.000181880755619921,0.000568481607980357,0.000643836920092512,0.000938287024128824,0.0009197674066684,0.000740266974432026,9.37047618679075e-06,0.000164210797056728,8.26105231840354e-06,0
5-hydroxyindoleacetic acid,0.000140803165196926,4.68345601387525e-05,7.94169784751888e-05,2.48954338692436e-05,2.11588965434037e-05,0.000140789249194019,1.09859281811096e-05,1.43655036398231e-05,1.76993226781403e-05,1.08699720385783e-05,1.39593034652188e-05,1.31951739524001e-05,8.84800412045655e-06,5.75217323536829e-06,1.69695783608829e-05,1.95883203174114e-06,9.28836595390098e-06,1.02885392951428e-05,4.85753678320372e-05,7.46962048103834e-05,1.27143850457107e-05,2.24866054473049e-05,2.41139293608389e-05,7.59559432342483e-05,0.000773622116324629,6.48893878241034e-06,0.000193218796915991,6.14419057057796e-05,0.000229145433531417,7.10290248739207e-05,4.15609092751193e-05,0.000111986689618277,7.81964433948784e-05,0.000100082321844401,5.62656554594144e-05,8.1382720441592e-05,8.82986380188552e-05,6.33529496551135e-05,7.6440123462914e-05,1.60303354718364e-05,1.24624288653064e-05,1.34221740039035e-05,4.91005697348481e-05,1.32263754304013e-05,9.21865130701673e-06,1.45639294007214e-05,9.35866457772424e-06,2.66446655276399e-05,4.69702976411568e-06,1.20216458885866e-05,0.000117277788165454,7.050132911594e-05,4.98162567472239e-05,7.04917281035797e-05,8.01280071822202e-05,3.39722544392899e-05,0.000164855319140878,0.000162377409859348,4.73892955725145e-06,7.39507827037008e-05,0.000162256972226733,6.63124925287844e-05,8.50335133135063e-05,3.64425147656906e-05,3.5990146097199e-05
5-methylcytosine,8.90666874318185e-06,8.96431624202772e-06,1.8675300993924e-05,1.04639351745083e-06,6.60620382044558e-06,1.94846583690788e-05,0,5.89641666274685e-07,1.15798699739902e-06,0,1.38835858596488e-06,2.57869692666139e-06,4.34203450940921e-06,5.56984674167386e-06,5.46994165125089e-06,7.59402381922402e-06,4.85166769192684e-06,2.86063176697526e-05,2.25766122262445e-05,5.05467486122636e-05,2.81375207199969e-05,2.4340474794671e-05,3.46561867712599e-05,3.3622615014404e-05,2.69332013793544e-05,6.02457053524585e-05,2.91307094508455e-05,0.000136734047495789,2.47720915536236e-05,2.03196675408471e-05,7.62409859651962e-05,1.80915669305948e-05,2.13865471009627e-05,4.53916187178808e-05,4.73463719143974e-06,5.08404730748314e-06,1.07458570486914e-05,5.84741866675109e-06,3.54986817209551e-06,1.70158602443822e-06,0,1.14950125048455e-06,0,2.18767121730821e-06,1.42181562914458e-06,0,6.93521124489404e-06,6.94795268141528e-06,5.2193491548737e-06,2.96262993253556e-06,3.21691751790633e-05,1.61265700585178e-05,3.80687628650696e-05,3.31404202859039e-05,2.62403520092188e-05,2.13456142354361e-05,3.01100728550994e-05,5.74283981479204e-05,4.31052311175071e-05,0.00013900606359437,3.76274776861377e-05,2.39383839265105e-05,2.78889409369153e-05,1.59411645816839e-05,1.31256595985748e-05
5-oxo-proline and/or isomers,4.5161866274872e-05,5.81091253588018e-05,6.01251303156244e-05,3.23725241010145e-05,3.32478216137145e-05,6.17711930074716e-05,0,3.7855086417142e-06,0,0,3.15263038391895e-06,3.52578181329243e-06,4.5946491332505e-05,4.59813050680207e-05,2.36901595126652e-05,4.57545263911861e-05,2.38270923186853e-05,2.14944967081781e-05,1.45109742852174e-05,7.41760330652481e-05,7.18668332289534e-06,6.72920487197816e-06,2.06731128789832e-05,6.49161118124679e-05,9.32716699224051e-05,0.000215722733193976,3.43789065383477e-05,0.000139747885737079,5.60206347450389e-05,0.000108734053037132,0.000582733159330531,3.65473631277562e-05,6.41393302407928e-05,0.000195070762421988,0.000120641129900581,2.80022239345107e-05,2.92241405665847e-05,5.37718994475363e-05,4.08230820002938e-05,4.26964127013914e-06,2.95715217221528e-06,2.80265390069178e-06,1.40220873020164e-05,2.18705483384619e-06,2.532464715985e-06,0,4.43251787914341e-05,1.6829835867609e-05,7.85780918033056e-05,1.8111471976898e-05,3.34869321865553e-05,8.9738973109982e-06,3.72238451088315e-05,3.10934583546646e-05,2.5443301776986e-05,2.16435785214289e-05,7.29747516849379e-05,0.00019593448441762,0.000154008247145633,0.000264444412016513,0.000115767862798633,0.00025678223983466,8.69614662749552e-05,0.000570433306848196,0.000120700699511868
adenosine,7.93363686496533e-05,0.000932712891512829,0.000557822412064826,0,0.000205373498939219,0.00121600220171247,0,0.00010599010565594,0.000329947985463676,0,0,0.000117285026402985,4.49781977033034e-05,3.08297207007932e-05,0.000121133620932249,0.000170237745013239,8.98351953455626e-05,2.41139602831891e-05,0,0.000235113900179753,0,2.54865638944205e-05,0,0,0,5.72882180110891e-06,0,4.02765849698136e-05,0,0.000147187441417865,0.000175686336065612,4.40680295256506e-05,4.78781628101583e-05,0.000110719671463061,1.40542613175093e-05,0,0.000522023715353756,5.48769831670143e-05,0,0.000289521587608124,0,0.000318355901337027,0,0.000140704031975791,0.000187633591946192,0,0.00013189256506953,0,0.000495711750442816,0,0,0,7.41343720258507e-05,1.15300485105098e-05,0,0,0,0,0,1.67014640770163e-05,0,5.85400713049011e-05,4.54917256871698e-05,9.16856351460675e-05,0
adenosine 5-monophosphoric acid,2.25496073753596e-06,1.02154201418058e-05,2.5870905850767e-05,1.31812775114058e-05,4.39671942449989e-06,1.32499629306259e-05,2.54067940703329e-05,1.6079882066162e-05,5.37546218078845e-05,1.57441091035831e-05,1.46539948552064e-05,4.06041533741247e-05,7.9892611708257e-06,1.66169576487882e-05,6.27118475547055e-06,8.31660440560798e-06,5.51887452721282e-06,1.58056637974618e-05,3.32637931934284e-05,2.75580441057342e-05,2.99666295161197e-05,2.50231633703044e-05,1.46161170804027e-05,2.62848306921539e-05,2.44078138314382e-05,2.19821297002038e-05,2.07826017194605e-05,3.95783145627668e-05,2.67496931914187e-05,0.000101427762319733,0.000187221192386437,6.84893563687048e-05,8.21898815725201e-05,6.94209260742858e-05,7.9143865978688e-06,1.91603876807874e-06,6.27535397720166e-06,3.01782862189593e-06,0,9.16255312976069e-06,1.45855781292729e-05,1.75072391310556e-05,4.27834972807652e-06,1.06246934670849e-05,1.26061077143363e-05,1.7708391842013e-05,7.70545296130608e-06,1.50373559204646e-05,7.47163677768051e-06,8.70638468643719e-06,3.24518674433353e-05,7.6831711391757e-06,1.53828890381356e-05,2.35359069000863e-05,1.15804709719563e-05,1.58069781876358e-05,1.29838192458785e-05,2.17423442896445e-05,1.97198043106259e-05,2.89657831832382e-05,1.54545699997597e-05,4.1291230536845e-05,3.3190365207208e-05,9.22080474924114e-05,0.000102939640294343
