"","Row.names","MSSuc-ster-Brachy-1-419","MSSuc-ster-Brachy-2-420","MSSuc-ster-Brachy-3-421","MSSuc-ster-Brachy-4-422","MSSuc-ster-Brachy-5-423","MS-ster-Brachy-1-412","MS-ster-Brachy-2-413","MS-ster-Brachy-3-414","MS-ster-Brachy-4-415","MS-ster-Brachy-5-416","MS-nonster-Brachy-1-426","MS-nonster-Brachy-2-427","MS-nonster-Brachy-3-428","MS-nonster-Brachy-4-429","MS-nonster-Brachy-5-430","MS.nonster.Brachy_MS.ster.Brachy_log2_FC","MS.nonster.Brachy_MS.ster.Brachy_Pvalue","MS.nonster.Brachy_MS.ster.Brachy_fdr","MS.nonster.Brachy_MSSuc.ster.Brachy_log2_FC","MS.nonster.Brachy_MSSuc.ster.Brachy_Pvalue","MS.nonster.Brachy_MSSuc.ster.Brachy_fdr","MS.ster.Brachy_MSSuc.ster.Brachy_log2_FC","MS.ster.Brachy_MSSuc.ster.Brachy_Pvalue","MS.ster.Brachy_MSSuc.ster.Brachy_fdr","MS.nonster.Brachy","MS.ster.Brachy","MSSuc.ster.Brachy","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name","id"
"11","3-hydroxybenzoic acid",0.0583370454946309,0.0695255168247823,0.024368415948056,0.0647522301935646,0.00111395578332811,0,0,0,0,0,0.00415780623644027,0.0028139593261463,0.00117562979287838,0.00626340479346277,0.00172453842716831,"-2.07965722370735","0.024248174891763","0.024248174891763","3.39994304699157","0.0378901044422823","0.0378901044422823","5.47960027069892","0.0301631646075673","0.0301631646075673",0.0032270677152192,0,0.0436194328488724,"3-hydroxybenzoic acid","HMDB0002466","C00587","belongs to the class of organic compounds known as hydroxybenzoic acid derivatives. Hydroxybenzoic acid derivatives are compounds containing a hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxyl and a hydroxyl groups.","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","99-06-9","DTXSID6021610","DTXCID601610","315672488","  7420","C00587","30764",NA,"3-Hydroxybenzoic acid","3-hydroxybenzoic acid"
"12","3-methyladenine and/or isomers",0.0107377139311903,0.00776876183434413,0.0123563965523677,0.0106299930797644,0.039552670251521,0,0,0,0,0,0.118453208940653,0.051716952170171,0.0264450754238901,0.0636407958697591,0.137827434585738,"-6.33300670521506","0.0190257540166384","0.0190257540166384","-2.22790636319778","0.0363405968446613","0.0363405968446613","4.10510034201727","0.0510851867326033","0.0510851867326033",0.0796166933980422,0,0.0162091071298375,"3-methyladenine and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-methyladenine and/or isomers"
"13","4-aminobutanoic acid",1.33285524354862,0.945273151647602,1.37829743876392,0.801415122023667,0.576549886306696,0.489062012558124,0.501237981241261,0.300413965141988,0.395744220199963,0.419895523385248,1.62518210982886,1.58548650496131,0.50300021094504,1.78797141731931,2.14315466910899,"-1.85725278521672","0.0151091131805526","0.0151091131805526","-0.602171717874872","0.146234107598716","0.146234107598716","1.25508106734184","0.0173508086756288","0.0173508086756288",1.5289589824327,0.421270740505317,1.0068781684581,"4-aminobutanoic acid","HMDB0000112","C00334","belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","56-12-2","DTXSID6035106","DTXCID4015106","315677424","   119","C00334","16865","DB02530","4-Aminobutanoic acid","4-aminobutanoic acid"
"14","4-guanidinobutanoic acid",0.00509435239062117,0.132804823153779,0,0.122052405827357,1.61435965063486,0.184495749705307,0.102944158058278,0.134759100374363,0.21960158555153,0.0953221035575134,0.3017068508862,0.282874917587925,0.143918504921759,0.226126058833265,0.200020823851131,"-0.643956269154966","0.0560576053509728","0.0560576053509728","0.696518105022003","0.66858965906078","0.66858965906078","1.34047437417697","0.506035388366473","0.506035388366473",0.230929431216056,0.147424539449398,0.374862246401323,"4-guanidinobutanoic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-guanidinobutanoic acid"
"15","4-hydroxy-2-quinolinecarboxylic acid",0,0,0,0,0.227009125393612,0,0,0,0,0,0.0854676660326957,0.0883330008007024,0.0482456604046078,0.0897065499886318,0.113267494662671,"-6.42633310290557","0.00124187638162273","0.00124187638162273","-0.890223457401568","0.438882561121022","0.438882561121022","5.536109645504","0.373900966300059","0.373900966300059",0.0850040743778618,0,0.0454018250787224,"4-hydroxy-2-quinolinecarboxylic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-hydroxy-2-quinolinecarboxylic acid"
"16","4-hydroxyphenylacetic acid",0.000502058749234039,0.000368767273511946,0.0003587274188592,0.000206343423097965,0.00263108124475858,0.00284593452624099,0.00302948748188733,0.00225575907892073,0.00541035368209981,0.00519065235910657,0.00441351608005029,0.00925822043354536,0.00118319224038508,0.00203256878274,0.00508603842441775,"-0.184699593276764","0.692436565313706","0.692436565313706","-1.57285094995738","0.0627572439209496","0.0627572439209496","-1.38815135668062","0.00731337533030011","0.00731337533030011",0.00439470719222769,0.00374643742565109,0.000813395621892346,"4-hydroxyphenylacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-hydroxyphenylacetic acid"
"17","4-imidazoleacetic acid",0,0,0,0,0.0650029070902825,0.211473196276653,0.0569300746669555,0.0586849174497267,0.11789682933663,0.104179386872646,0.0557193009432675,0.0606855315130397,0.0472394002413604,0.043097251301809,0.0418521112409946,"1.12779573656887","0.0993037056892526","0.0993037056892526","-1.85703156838234","0.0453667868581321","0.0453667868581321","-2.98482730495121","0.0222888511350605","0.0222888511350605",0.0497187190480942,0.109832880920522,0.0130005814180565,"4-imidazoleacetic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-imidazoleacetic acid"
"18","4-pyridoxic acid",0.0182234310765829,0.0229852904115283,0.0190273490681509,0.0309561715506314,0.744418617788173,0.159785424615395,0.285843324452595,0.222524815828749,0.150198270314811,0.106382578397561,0.0776726963338513,0.154254070923307,0.0419407339441645,0.117903546506083,0.150173828072088,"0.765423219879431","0.0833294140159329","0.0833294140159329","0.620042657542536","0.707104478321257","0.707104478321257","-0.145380562336895","0.909283715125219","0.909283715125219",0.108388975155899,0.184946882721822,0.167122171979013,"4-pyridoxic acid","HMDB0000017","C00847","belongs to the class of organic compounds known as pyridinecarboxylic acids. Pyridinecarboxylic acids are compounds containing a pyridine ring bearing a carboxylic acid group.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","82-82-6",NA,NA,"  8144151",NA,"C00847","17405",NA,"4-Pyridoxic acid","4-pyridoxic acid"
"19","4-quinolinecarboxylic acid and/or isomers",0,0,0,0,0.717503792452284,0.0710579248381968,0.0250806661083209,0.0199614845411212,0.118196877701807,0.0879312831414804,0.145359855046484,0.101916132918534,0.0579501987141453,0.10251772604464,0.640740625089264,"-1.68679999154406","0.254387193425566","0.254387193425566","-0.544092074097556","0.723263403820751","0.723263403820751","1.14270791744651","0.613013252483881","0.613013252483881",0.209696907562614,0.0644456472661852,0.143500758490457,"4-quinolinecarboxylic acid and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-quinolinecarboxylic acid and/or isomers"
"20","5-methylcytosine",0.00639159355092946,0.00734558021382385,0.00725158779064987,0.00758252139388189,0.0101934649603995,0.0732592262426726,0.0872898491686455,0.117970693654244,0.143419205230051,0.0354210235460152,0.0255551484364973,0.075394037497864,0.0404474943949997,0.0956936977999569,0.0714034176891769,"0.560579693362537","0.226248661685508","0.226248661685508","-2.84059572622884","0.0128856261286855","0.0128856261286855","-3.40117541959138","0.0107027951401209","0.0107027951401209",0.061698759163699,0.0914719995683256,0.00775294958193692,"5-methylcytosine","HMDB0002894","C02376","belongs to the class of organic compounds known as hydroxypyrimidines. These are organic compounds containing a hydroxyl group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","554-01-8","DTXSID50203948","DTXCID80126439","315764278"," 65040","C02376","27551",NA,"5-Methylcytosine","5-methylcytosine"
"21","5-methylthioadenosine",0.14262927436717,0.185182903810527,0.0864219778168628,0.210571139288567,1.68389438400538,0,0,0.3258058535326,0.0860587360387307,0,0.123325894433887,0.100050501950541,0.0537997547473324,0.130334791758922,0.18346592741012,"-0.515677513090187","0.613921706663701","0.613921706663701","1.95687336694005","0.32521977358139","0.32521977358139","2.47255088003024","0.286928866846141","0.286928866846141",0.118195374060161,0.0823729179142662,0.461739935857701,"5-methylthioadenosine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-methylthioadenosine"
"22","5-oxo-proline",0,0,0,0,0.947638068750795,0.0728952272885494,0.0724362490937867,0.0661729071417498,0.114977681455646,0.114061283421855,0.0763558497741032,0.0747545520492233,0.033694195763223,0.108429863176478,0.143524844944569,"0.0123052775744209","0.972782585333845","0.972782585333845","1.10866767634311","0.61950700567421","0.61950700567421","1.09636239876869","0.62131227222443","0.62131227222443",0.0873518611415195,0.0881086696803173,0.189527613750159,"5-oxo-proline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-oxo-proline"
"23","5-valerolactone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","0","NA","NA","0","NA","NA","0",0,0,0,"5-valerolactone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-valerolactone"
"24","abscisic acid and/or isomers",0,0,0,0,0.11708222707904,0,0,0,0,0,0,0,0,0,0,"NA","NA","0","4.60978128070603","0.373900966300059","0.373900966300059","4.60978128070603","0.373900966300059","0.373900966300059",0,0,0.023416445415808,"abscisic acid and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abscisic acid and/or isomers"
"25","adenine",9.39534412571457,15.9631165529225,8.26598569108582,15.5941906502512,11.2066218664094,46.3067687650663,51.7221041777525,44.4121982258576,31.8374686464222,37.0743349715604,13.962883389483,9.36536918328539,6.18130575642472,15.7727899365303,15.2433893911977,"1.8039480277548","0.000252487396129475","0.000252487396129475","-0.00239680990490222","0.993641563758032","0.993641563758032","-1.80634483765971","0.000328409438718216","0.000328409438718216",12.1051475313842,42.2705749573318,12.0850517772767,"adenine","HMDB0000034","C00147","belongs to the class of organic compounds known as 6-aminopurines. These are purines that carry an amino group at position 6. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","73-24-5","DTXSID6022557","DTXCID502557","315673252","   190","C00147","16708","DB00173","Adenine","adenine"
"26","adenosine",0.569056314113235,0.69142320882396,0.676681434276912,0.666822063367331,3.02097299197498,2.51840282873353,1.00485689154318,2.76741037833789,2.08896726269615,1.75915640831128,0.283645111574764,0,0.057028806615464,0.217812387297826,0.270630299654706,"3.60420443067366","0.00328095970502205","0.00328095970502205","2.75480266631127","0.113205149504463","0.113205149504463","-0.849401764362387","0.155668283395336","0.155668283395336",0.165823321028552,2.02775875392441,1.12499120251128,"adenosine","HMDB0000050",NA,NA,NA,NA,NA,NA,"58-61-7","DTXSID1022558","DTXCID902558","315673253"," 60961","C00212","16335","DB00640","Adenosine","adenosine"
"27","alanine",0.177579394602345,0.10008665050346,0.0692117888461142,0.0778954957460397,0,0,0,0,0,0,0.430307240857348,0.375199457010164,0.171968846881553,0.803346627206846,0.212167266361235,"-8.64240514661489","0.023700964768235","0.023700964768235","-2.21690109503524","0.0470067753273928","0.0470067753273928","6.42550405157965","0.0409933716979927","0.0409933716979927",0.398597887663429,0,0.0849546659395917,"alanine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alanine"
"28","allantoin",0.00779446086982242,0.00872935988223245,0.00511855162674396,0.00666521510069534,0.00868933343901985,0.167404050585499,0.419133765291342,0.234337624610642,0.342106018262268,0.251444478401959,0.149716936018795,0.292840943725859,0.0642187513497934,0.243410916222904,0.190986851009765,"0.585129544125104","0.147787924175963","0.147787924175963","-4.4937506617627","0.00999330274605652","0.00999330274605652","-5.0788802058878","0.0033208651096783","0.0033208651096783",0.188234879665423,0.282885187430342,0.00739938418370281,"allantoin","HMDB0000462","C01551","belongs to the class of organic compounds known as imidazoles. Imidazoles are compounds containing an imidazole ring, which is an aromatic five-member ring with two nitrogen atoms at positions 1 and 3, and three carbon atoms.","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","97-59-6","DTXSID3020043","DTXCID0043","315671055","   204","C01551","15676",NA,"Allantoin","allantoin"
"29","arginine",0.379058972872883,0.512816918158898,0.146069261779202,0.532337146151179,4.16409783215487,0.555406421854073,0.507850533489173,0.248395577536786,0.898752445755567,0.58221386089598,1.65889716113034,0.23028886479304,0.211028624045745,0.298144257297592,1.21260058674313,"-0.370179100290735","0.628427526259063","0.628427526259063","0.666516413502295","0.623517287461489","0.623517287461489","1.03669551379303","0.48301822512213","0.48301822512213",0.72219189880197,0.558523767906316,1.14687602622341,"arginine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arginine"
"30","asparagine",0.326167610727397,0.317347190464643,0.32700167920845,0.253968129215769,0.00119372375281386,0.129677392825515,0.356075422774278,0.0932842500897999,0.176506274771541,0.230416124487182,0.896755303626281,0.374782157020662,0.222608321818084,1.26270320227143,1.0514758775288,"-1.94415149092511","0.0454329819882898","0.0454329819882898","-1.63159571250116","0.0584975924510981","0.0584975924510981","0.312555778423949","0.554976614455041","0.554976614455041",0.761664972453052,0.197191892989663,0.245135666673815,"asparagine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asparagine"
"31","aspartic acid and/or isomers",0.536336120894788,0.383571632384848,0.455288484174054,0.574147326855811,0,0.87266712840699,1.27752702671681,0.593400162968261,0.207021482099956,1.34090583641835,0.0647076190783774,0.0155764315714482,0.0172268335889928,0.0207950994043633,0.0658796782832806,"4.50529450176838","0.0179480008148613","0.0179480008148613","3.3688094501094","0.025993337031198","0.025993337031198","-1.13648505165898","0.0963384611061699","0.0963384611061699",0.0368371323852925,0.858304327322072,0.3898687128619,"aspartic acid and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aspartic acid and/or isomers"
"32","azelaic acid",0.0698414670165537,0.0520286847519925,0.0425569728685729,0.0856662047665279,0.227864745495224,0.335682156707106,0.516552081789587,0.309670066607646,0.72598103869488,0.516723612045762,0.312990764005047,1.6949553753985,0.22880574461802,0.520799180681793,1.19847285212943,"-0.717074375095683","0.342015607193502","0.342015607193502","-3.03590355160894","0.069340029844659","0.069340029844659","-2.31882917651326","0.00416620149790648","0.00416620149790648",0.791204783366558,0.480921791168996,0.0955916149797741,"azelaic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"azelaic acid"
"33","betaine and/or isomers",26.5061513959925,20.5860348197544,16.2494137206966,10.317574709282,42.061398089039,13.4270251385302,2.25540197646639,20.183680279541,22.8430224633093,0,30.5821330486733,33.5274835176143,14.7632811123715,32.8082240583182,36.7391800189569,"-1.33795740395367","0.018104339459587","0.018104339459587","-0.359029343523251","0.357436795847429","0.357436795847429","0.978928060430416","0.14875656983051","0.14875656983051",29.6840603511869,11.7418259715694,23.1441145469529,"betaine and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"betaine and/or isomers"
"34","biotin",0.00077689186416631,0,0,0,0.14067863139589,0,0,0,0,0,0.000119184011240668,0,0.000251588188904601,0.000382691758693369,0,"-0.202502718829791","0.112450650475808","0.112450650475808","4.66988797849052","0.373243251626124","0.373243251626124","4.87239069732031","0.37094960903444","0.37094960903444",0.000150692791767728,0,0.0282911046520112,"biotin","HMDB0000030","C00120","belongs to the class of organic compounds known as biotin and derivatives. These are organic compounds containing a ureido (tetrahydroimidizalone) ring fused with a tetrahydrothiophene ring.","Organic compounds","Organoheterocyclic compounds","Biotin and derivatives","","58-85-5","DTXSID7022679","DTXCID102679","315673356","171548","C00120","15956","DB00121","Biotin","biotin"
"35","bis(3-aminopropyl)amine",0,0.0712273165388009,0,0,0.158535630219482,0,0,0,0,0,0,0.0236107590892282,0.0635934463494349,0.044960464043837,0,"-4.77783701862597","0.10213280247677","0.10213280247677","0.775295798395718","0.586955138553203","0.586955138553203","5.55313281702168","0.216507189246464","0.216507189246464",0.0264329338965,0,0.0459525893516565,"bis(3-aminopropyl)amine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bis(3-aminopropyl)amine"
"36","C6 sugar alcohol peak 1 (ex. sorbitol)",0.521836472479581,0.435199009546727,0.534173547012542,0.578156475107448,0.0327903636825939,0.222001743380355,0.384010205162555,0.151116373288795,0.157902668728316,0.595832651029636,0.0393760366029849,0.221743313795434,0.0322677855046724,0.0651844239249611,0.160968654028582,"1.53101469644494","0.0797718000978403","0.0797718000978403","2.0061717489694","0.0302314731551136","0.0302314731551136","0.475157052524459","0.392627430450662","0.392627430450662",0.103908042771327,0.302172728317931,0.420431173565778,"c6 sugar alcohol peak (ex. sorbitol)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C6 sugar alcohol peak 1 (ex. sorbitol)"
"37","C6 sugar alcohol peak 2 (ex. mannitol, galactitol)",4.08095807191465,2.17849798163668,8.13593544446966,2.53589961455075,0,0,0,0,0,0,0.015041500347562,0.0142670393259375,0.00451554041360117,0.0110703059899919,0.00964968628588901,"-3.57395789434996","0.00440505099927664","0.00440505099927664","8.15194436301389","0.0673366079354451","0.0673366079354451","11.7259022573639","0.0667592473097302","0.0667592473097302",0.0109088144725963,0,3.38625822251435,"c6 sugar alcohol peak (ex. mannitol, galactitol)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C6 sugar alcohol peak 2 (ex. mannitol, galactitol)"
"38","caffeic acid and/or isomers",0.00561765477311687,0.0109760943451872,0.00368865556196635,0.0260600953350884,0.743852999204848,0,0,0,0,0,0.0575176747922575,0,0.000279951031298161,0.00645367039978479,0.0553833836479539,"-4.63963365214868","0.147143041787196","0.147143041787196","2.67360403405655","0.412746789239652","0.412746789239652","7.31323768620524","0.341419322469331","0.341419322469331",0.0239269359742589,0,0.158039099844041,"caffeic acid and/or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caffeic acid and/or isomers"
"39","carnitine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","0","NA","NA","0","NA","NA","0",0,0,0,"carnitine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"carnitine"
"40","choline o-sulfuric acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","0","NA","NA","0","NA","NA","0",0,0,0,"choline o-sulfuric acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"choline o-sulfuric acid"
"41","citrulline",0.088353911799244,0.0394854007338857,0.0579905331741187,0.033113673853003,0.126158118805616,0,0,0,0,0,0.0457496040362315,0.0350848212846525,0.0158307641333263,0.0489144748769091,0.0362914131586816,"-5.22397139168089","0.00326384773461932","0.00326384773461932","0.905730516349012","0.133319304007218","0.133319304007218","6.12970190802991","0.0159816560929285","0.0159816560929285",0.0363742154979602,0,0.0690203276731735,"citrulline","HMDB0000904",NA,NA,NA,NA,NA,NA,"372-75-8",NA,NA,"  8144684",NA,"C00327","16349","DB00155","Citrulline","citrulline"
