"","id","group","Azoles","Benzene and substituted derivatives","Carboxylic acids and derivatives","Diazines","Imidazopyrimidines","Indoles and derivatives","Organonitrogen compounds","Organooxygen compounds","Purine nucleosides","Pyrimidine nucleosides","Unknown"
"32","exudate.EON.Brachy.2.434.2","exudate.EON.Brachy",0.000298042797118018,0.000305888601857231,0.53720396507571,0.000480048179228781,0.308881221435938,0.01771863433006,0.0239770234554795,0.00143145836804901,0.00881506440204786,0.0129643319974625,0.0879243213570496
"33","exudate.EON.Brachy.3.436.2","exudate.EON.Brachy",0.000309865231239225,0.000502129918108666,0.552332913679654,0.000549958727523089,0.320522743452226,0.00975952570718263,0.0151620376261357,0.00153109705812898,0.00732854427204063,0.0100161751103174,0.0819850092174439
"34","exudate.EON.Brachy.4.437.2","exudate.EON.Brachy",0.00100246744324391,0.000109087866498114,0.444342525161134,8.07218427643581e-05,0.422171162686829,0.0107717830377676,0.0144558400728506,0.0020015872801723,0.0137926528346828,0.00774354990032258,0.0835286218737352
"35","exudate.EON.Brachy.5.438.2","exudate.EON.Brachy",0.00182353960062928,5.36296738106791e-05,0.478930261859379,9.87714045886177e-05,0.378600782369532,0.0110871401159945,0.00583843847508044,0.00199577852888969,0.0122954366926331,0.00440342741031223,0.104872793869151
"36","exudate.EON.Brachy.6.439.2","exudate.EON.Brachy",0.000924868555850727,0.000533108051951433,0.506501296964686,0.000111269503477065,0.340299984023201,0.0224668582229211,0.0180945382815009,0.00176208687708408,0.014054349638559,0.00801981761503445,0.0872318222657339
"37","exudate.EON.Brachy.7.440.2","exudate.EON.Brachy",0.00493139116505658,0.00114711413089423,0.567796261305572,0.000506778856988972,0.0511372509250643,0.00653757096075346,0.0336824027585107,0.00330402016894982,0.00180745164797068,0.00069865648863854,0.328451101591601
"38","exudate.EON.Medicago.1.442.2","exudate.EON.Medicago",0.0018022492074701,0.000233819721656164,0.413987122276296,0.000166252967915921,0.211427998673832,0.000115129476218221,0.00100343021034224,0.0114974594771341,0.000649642005858637,0.0062885055007339,0.352828390482543
"39","exudate.EON.Medicago.2.444.2","exudate.EON.Medicago",0.000613232404998074,8.0245654500264e-05,0.325150992986789,3.31597598857017e-05,0.0847261921200951,0.000232007624113799,0.00212310585620249,0.00963618948648218,0.000301184522466562,0.00158723875514722,0.57551645082932
"40","exudate.EON.Medicago.3.449.2","exudate.EON.Medicago",0.000261757952182368,6.55573689321773e-05,0.301832777993652,0.000231121197584758,0.201895076989404,0.000124256169494623,0.00168469437035547,0.00510386545036457,0.000600207485389806,0.00801135925938077,0.480189325763259
"41","exudate.EON.TxCtrl.1.441.2","exudate.EON.TxCtrl",3.65293316312847e-05,0.000667618408510786,0.821473472302456,0.00010559622235087,0.042507839576431,0.000204172245294883,0.000156539837591657,0.000603109559180241,0.00133183317735917,0.00028769611356631,0.132625593225628
"42","exudate.EON.TxCtrl.2.450.2","exudate.EON.TxCtrl",4.9230896273026e-05,0.00199163754337359,0.823835925850261,0.000108577694373386,0.0458995318780128,0.000271566950108777,0.000247733794144413,0.000463157780746074,0.00131428746142321,0.000272051443071098,0.125546298708213
"43","exudate.EON.TxCtrl.3.459.2","exudate.EON.TxCtrl",0,0.00237143307464855,0.537564512743018,0,0.0649649246549004,0.000620303517510991,0.000181034620810474,0.00219203077220992,0.00169077277964831,0.000948324343697466,0.389466663493556
"44","exudate.EON.TxCtrl.4.460.2","exudate.EON.TxCtrl",0,0.0028003794668747,0.657636425497604,0,0.0554308469712602,0.000329013001198852,7.79254750277045e-05,0.00119343734516807,0.00132190515538088,0.000374062302249868,0.280836004785236
