"","exudate.EOD.Arabidopsis.1.451.1","exudate.EOD.Arabidopsis.2.452.1","exudate.EOD.Arabidopsis.3.453.1","exudate.EOD.Arabidopsis.4.454.1","exudate.EOD.Arabidopsis.5.455.1","exudate.EOD.Arabidopsis.6.456.1","exudate.EOD.Arabidopsis.7.457.1","exudate.EOD.Arabidopsis.8.458.1","exudate.EOD.Brachy.1.433.1","exudate.EOD.Brachy.2.434.1","exudate.EOD.Brachy.3.436.1","exudate.EOD.Brachy.4.437.1","exudate.EOD.Brachy.5.438.1","exudate.EOD.Brachy.6.439.1","exudate.EOD.Brachy.7.440.1","exudate.EOD.Medicago.1.442.1","exudate.EOD.Medicago.2.444.1","exudate.EOD.Medicago.3.449.1","exudate.EOD.TxCtrl.1.441.1","exudate.EOD.TxCtrl.2.450.1","exudate.EOD.TxCtrl.3.459.1","exudate.EOD.TxCtrl.4.460.1","exudate.EON.Arabidopsis.1.451.2","exudate.EON.Arabidopsis.2.452.2","exudate.EON.Arabidopsis.3.453.2","exudate.EON.Arabidopsis.4.454.2","exudate.EON.Arabidopsis.5.455.2","exudate.EON.Arabidopsis.6.456.2","exudate.EON.Arabidopsis.7.457.2","exudate.EON.Arabidopsis.8.458.2","exudate.EON.Brachy.1.433.2","exudate.EON.Brachy.2.434.2","exudate.EON.Brachy.3.436.2","exudate.EON.Brachy.4.437.2","exudate.EON.Brachy.5.438.2","exudate.EON.Brachy.6.439.2","exudate.EON.Brachy.7.440.2","exudate.EON.Medicago.1.442.2","exudate.EON.Medicago.2.444.2","exudate.EON.Medicago.3.449.2","exudate.EON.TxCtrl.1.441.2","exudate.EON.TxCtrl.2.450.2","exudate.EON.TxCtrl.3.459.2","exudate.EON.TxCtrl.4.460.2","id"
"exudate-EOD-Brachy-3-436-1",0.518154263123978,0.478515086650207,0.634940797728954,0.664325299591932,0.694257772770401,0.542558672843404,0.683027342837269,0.53171293967818,0.889734099530854,0.940398721119397,1,0.919172125229574,0.887328366587348,0.874279279227235,0.485030916104862,0.485776971650743,0.507859642675847,0.511448381280027,0.395806564677075,0.427170553945355,0.401674636754539,0.356007950758205,0.662623102611204,0.579930651216266,0.586563791591838,0.702401516883102,0.646331880491775,0.592134315590333,0.674496086220449,0.690034061103497,0.791696517831221,0.700890379284715,0.702602788483029,0.80632713067961,0.77651566400436,0.719652863879799,0.429412077295924,0.558895659290806,0.43819054254949,0.550129922739377,0.388841233302085,0.385002752643022,0.444780712587555,0.427643416644279,"exudate-EOD-Brachy-3-436-1"
"exudate-EOD-Brachy-4-437-1",0.488091427705623,0.480566026239955,0.628673570648776,0.667858399787489,0.626350854712393,0.541154648310407,0.675576409948034,0.487806310471507,0.949827486939737,0.910019849375546,0.919172125229574,1,0.864425746405249,0.928366065855484,0.424948567064323,0.460579679711047,0.469058844412967,0.491675672564791,0.357829829089795,0.392301682947745,0.362640808154346,0.332643528545065,0.625530817003704,0.570619095340197,0.56833306757775,0.679655019482057,0.581801311421204,0.571261650398013,0.665970475877533,0.638312553258316,0.771718548624502,0.674111096104312,0.672791462026877,0.784106200812692,0.725776302664498,0.704813484782469,0.388125798980814,0.537357939147427,0.403235078114807,0.530235559464704,0.354748028169588,0.353531039396533,0.379258374982328,0.364030692728211,"exudate-EOD-Brachy-4-437-1"
"exudate-EOD-Brachy-5-438-1",0.565919346628533,0.476330477095552,0.622194628070067,0.666877159826264,0.70337662369834,0.534813809766654,0.680206270341949,0.510901888822268,0.835232915289287,0.850646620891878,0.887328366587348,0.864425746405249,1,0.827217824860093,0.529116818840988,0.512548457162867,0.536881721875292,0.542481710715936,0.435754440919997,0.462443883407725,0.435380784335509,0.396628091842899,0.686674731301799,0.626736150776091,0.622901940698881,0.689784384735011,0.66538037602858,0.621253619907008,0.658260568846483,0.658008672319647,0.822439373914751,0.749527387503441,0.745763732907091,0.838825731493935,0.803760395056431,0.770998008365294,0.468744572987323,0.585741040369916,0.469706570000726,0.557662136934315,0.420109178185635,0.418460198630519,0.457391764071657,0.442724900600143,"exudate-EOD-Brachy-5-438-1"
"exudate-EOD-Brachy-6-439-1",0.440979471046808,0.488739226943308,0.580029668366557,0.677518017625937,0.57697146849397,0.548635098916172,0.680669108804832,0.498192144640236,0.958973535689834,0.915840587510156,0.874279279227235,0.928366065855484,0.827217824860093,1,0.387419925075588,0.412328535387768,0.420296899340242,0.434705619106607,0.306624094750331,0.340666235344287,0.310911412364028,0.278044528751061,0.573186371391654,0.514236198048673,0.512195199323776,0.6215385619549,0.529503120769082,0.51213805417498,0.620290608300948,0.645683217122569,0.719390817097083,0.623919572400339,0.619662456430914,0.73304028366191,0.683396417146811,0.659772138094052,0.334317712773736,0.485687468123418,0.353009169096707,0.472880327227428,0.307500360139651,0.301888666168427,0.326389036545404,0.30898189277964,"exudate-EOD-Brachy-6-439-1"
"exudate-EOD-Brachy-7-440-1",0.601197589824319,0.281489143793033,0.419950342233744,0.3674195552855,0.525472664117735,0.351573755362702,0.380686289451539,0.339306627810151,0.393572406351264,0.445016400223801,0.485030916104862,0.424948567064323,0.529116818840988,0.387419925075588,1,0.622264040045342,0.591800103012003,0.554152960251894,0.790868280340302,0.738325056322913,0.790968810154273,0.751662096478167,0.51747766522823,0.492754917739159,0.500241752657047,0.428907478050428,0.645855187619404,0.491861846421316,0.402072957732294,0.369890153245789,0.618838385411842,0.729161711412732,0.722945772730904,0.611589460500845,0.668788211452698,0.691037560240804,0.775685933493151,0.570514023712261,0.486219758077001,0.444539840057396,0.780282675558677,0.773195191616661,0.711767190107565,0.81611160389263,"exudate-EOD-Brachy-7-440-1"
"exudate-EOD-Medicago-1-442-1",0.69160277118117,0.418123021897508,0.543311386016756,0.500685452639537,0.563801645784563,0.483730615874084,0.501438239293483,0.4302869070835,0.424980115965656,0.437137707181296,0.485776971650743,0.460579679711047,0.512548457162867,0.412328535387768,0.622264040045342,1,0.922242115469117,0.858345839269415,0.557378127905859,0.68978526790093,0.575775336331251,0.536370117280968,0.634851470230983,0.608790240609096,0.606245793557681,0.55330744758382,0.665296870417706,0.623226606034809,0.527019506552014,0.451422120482068,0.669623099105234,0.662032672165247,0.652749165160485,0.661710361349002,0.66159070941572,0.670130076268194,0.571640166220768,0.861135408929385,0.664558802712581,0.697297037790851,0.589420135046254,0.586367700943216,0.639496287511017,0.593413255589237,"exudate-EOD-Medicago-1-442-1"
"exudate-EOD-Medicago-2-444-1",0.69461927247935,0.419186252321248,0.545782142352214,0.503454750117414,0.590440355856173,0.486704059141985,0.511218401542514,0.447698249263378,0.433479644535718,0.454837157650322,0.507859642675847,0.469058844412967,0.536881721875292,0.420296899340242,0.591800103012003,0.922242115469117,1,0.858200128336123,0.526698635928682,0.657440126174847,0.547592573656836,0.495344667012872,0.644092348492407,0.610262062678622,0.6073068431218,0.550451442605552,0.646194197706188,0.621069857108563,0.527413253298318,0.465466618318547,0.629989395119264,0.636614657512567,0.62627288088473,0.632052144374088,0.635064177836558,0.628637778042665,0.5427342268451,0.858356292051662,0.694074733772292,0.721662833738623,0.552701785036272,0.550269248810679,0.610206065953617,0.564977317866528,"exudate-EOD-Medicago-2-444-1"
"exudate-EOD-Medicago-3-449-1",0.686278849610461,0.466863517793676,0.596799728532787,0.5480739239112,0.586886356054852,0.535866623108826,0.545636514866633,0.475156074965604,0.452666268339804,0.460185136784357,0.511448381280027,0.491675672564791,0.542481710715936,0.434705619106607,0.554152960251894,0.858345839269415,0.858200128336123,1,0.505647296839693,0.63779411042086,0.523314646125906,0.487638799968709,0.684106911089711,0.667038525423107,0.665440000967246,0.608554127060639,0.652747293517259,0.679292297039202,0.578107986700213,0.495406539463868,0.652993074650187,0.648579700644488,0.642280116312799,0.656016831812084,0.639840234701117,0.655446569897149,0.513300418530145,0.90159344605293,0.725212555856817,0.808493239911278,0.531772474469077,0.534397656753139,0.585356061587619,0.53906560729316,"exudate-EOD-Medicago-3-449-1"
"exudate-EOD-TxCtrl-1-441-1",0.568396655591173,0.249332549177219,0.38437232915939,0.333178088632271,0.469788787499694,0.31398771500301,0.345870292143509,0.268577260474866,0.319775805871246,0.343642214084911,0.395806564677075,0.357829829089795,0.435754440919997,0.306624094750331,0.790868280340302,0.557378127905859,0.526698635928682,0.505647296839693,1,0.751122636415351,0.834473615118598,0.89401263796187,0.480695240280221,0.457070126534784,0.46221423853169,0.390213177461921,0.578061690350409,0.45240101011565,0.362694320330833,0.299654563652803,0.56351390669806,0.650195072233887,0.665804744809045,0.547351308849218,0.596548959342815,0.60573240147611,0.666925368083923,0.509026493011902,0.437545853220724,0.395562139585719,0.934948809613328,0.941203194398514,0.668528792185256,0.778399989452756,"exudate-EOD-TxCtrl-1-441-1"
"exudate-EOD-TxCtrl-2-450-1",0.651291375775725,0.303102363651099,0.432051402767127,0.383051156305857,0.517213697860701,0.363342079042562,0.393132607171041,0.314644513772379,0.353838163295322,0.373778649004177,0.427170553945355,0.392301682947745,0.462443883407725,0.340666235344287,0.738325056322913,0.68978526790093,0.657440126174847,0.63779411042086,0.751122636415351,1,0.865754752850897,0.799931279410248,0.530434950460646,0.513603178689784,0.523313763675018,0.437571854719537,0.628321024376548,0.497183419259975,0.413949003303605,0.343365260378306,0.598302485194385,0.687198859676304,0.7062533385457,0.582159385106896,0.627820577743545,0.641447528508732,0.683388035545445,0.634201302916573,0.527188698619706,0.511452719411824,0.736358258746558,0.736865601448321,0.761843783625018,0.756091247481939,"exudate-EOD-TxCtrl-2-450-1"
"exudate-EOD-TxCtrl-3-459-1",0.623822703360094,0.277281199347818,0.403689823050368,0.354289005533757,0.492297777991926,0.337728477121985,0.365344584066588,0.293290784772538,0.324491497141108,0.346434026026005,0.401674636754539,0.362640808154346,0.435380784335509,0.310911412364028,0.790968810154273,0.575775336331251,0.547592573656836,0.523314646125906,0.834473615118598,0.865754752850897,1,0.893177442771637,0.509466828097703,0.494153611139879,0.501244883010766,0.416237138545323,0.609737750557046,0.475097033164378,0.392284206212546,0.324742548663705,0.569686748573197,0.661405060838459,0.678281796981175,0.553854435079436,0.602155257773071,0.613525784996732,0.689215113549492,0.526145879471452,0.456286132972558,0.419278485232097,0.830107818440302,0.831527237930815,0.736143674163912,0.824822785016624,"exudate-EOD-TxCtrl-3-459-1"
"exudate-EOD-TxCtrl-4-460-1",0.57742044356457,0.240320830489852,0.372420977652833,0.321510454569763,0.449517095098332,0.305348744017096,0.324474522184177,0.240546826753939,0.293887144687874,0.30233693775316,0.356007950758205,0.332643528545065,0.396628091842899,0.278044528751061,0.751662096478167,0.536370117280968,0.495344667012872,0.487638799968709,0.89401263796187,0.799931279410248,0.893177442771637,1,0.4618186872647,0.45907729693772,0.4666094510404,0.38184778263901,0.559825487975309,0.441479559806665,0.358215716923589,0.275343010253761,0.537959318755416,0.6161871468344,0.635782312809792,0.522413263901332,0.555861356877339,0.582560479054835,0.652056403100038,0.489883165006618,0.407456274085349,0.383389099882757,0.892012155863911,0.894381477727094,0.682670519660988,0.774885797517426,"exudate-EOD-TxCtrl-4-460-1"
"exudate-EON-Arabidopsis-1-451-2",0.724116169437593,0.705329355290149,0.841436760304572,0.783866525533377,0.795901061000925,0.781968229289564,0.812319724978133,0.671848717275724,0.589774870446371,0.607132473437445,0.662623102611204,0.625530817003704,0.686674731301799,0.573186371391654,0.51747766522823,0.634851470230983,0.644092348492407,0.684106911089711,0.480695240280221,0.530434950460646,0.509466828097703,0.4618186872647,1,0.854236057747056,0.882398456223062,0.872371474823922,0.79667790190398,0.846008197292478,0.862728379221074,0.770260631779085,0.736367595004315,0.734511132467925,0.725475043468454,0.726203434097399,0.733534078323815,0.724054320978241,0.478878181835997,0.73477782135586,0.577470791855818,0.669807416485658,0.505832206553619,0.50839131384797,0.545710006094085,0.52379454510107,"exudate-EON-Arabidopsis-1-451-2"
"exudate-EON-Arabidopsis-2-452-2",0.795472516553478,0.717407846919821,0.820265989182667,0.724458228896425,0.755126183149573,0.802581446515461,0.726822573247413,0.629514531439749,0.532352089743402,0.525474773301395,0.579930651216266,0.570619095340197,0.626736150776091,0.514236198048673,0.492754917739159,0.608790240609096,0.610262062678622,0.667038525423107,0.457070126534784,0.513603178689784,0.494153611139879,0.45907729693772,0.854236057747056,1,0.938090328071203,0.817488018849053,0.793429015544649,0.899630239498479,0.791489301337722,0.64675875883138,0.665601409621344,0.664311927560626,0.65895516099163,0.663142436714553,0.65050943947253,0.667959103050274,0.471388729039766,0.69770358566144,0.568179512182783,0.650483851044364,0.478236477180727,0.486994310863422,0.518087918068798,0.494166816029641,"exudate-EON-Arabidopsis-2-452-2"
"exudate-EON-Arabidopsis-3-453-2",0.782443509781818,0.702553724908492,0.839558726810873,0.730603635308124,0.757637989787509,0.794444022685162,0.742257576073746,0.6300647226417,0.529552520494359,0.531211733695519,0.586563791591838,0.56833306757775,0.622901940698881,0.512195199323776,0.500241752657047,0.606245793557681,0.6073068431218,0.665440000967246,0.46221423853169,0.523313763675018,0.501244883010766,0.4666094510404,0.882398456223062,0.938090328071203,1,0.846085218195833,0.80774586404795,0.898386790042549,0.815660154066222,0.663284227807112,0.672893757364912,0.670863492280163,0.665720466803145,0.672147669827038,0.660377386589737,0.676758263962085,0.470785199363089,0.699555794566469,0.56214034864057,0.640828750648783,0.485590917193408,0.492395657023345,0.529281761577594,0.500469931355488,"exudate-EON-Arabidopsis-3-453-2"
"exudate-EON-Arabidopsis-4-454-2",0.662511774327912,0.707635925695344,0.846939616043552,0.831972287457979,0.783985718263917,0.802851776779325,0.865657847565195,0.647782833320809,0.641879652610285,0.646993428373295,0.702401516883102,0.679655019482057,0.689784384735011,0.6215385619549,0.428907478050428,0.55330744758382,0.550451442605552,0.608554127060639,0.390213177461921,0.437571854719537,0.416237138545323,0.38184778263901,0.872371474823922,0.817488018849053,0.846085218195833,1,0.752349057374814,0.811670464396942,0.934672178589537,0.806790556583787,0.717432103192169,0.654670458322452,0.671218360919971,0.716107493116901,0.703791775125796,0.702496457872251,0.393092836919225,0.643397416478333,0.52928484378617,0.642448488700527,0.411451812918109,0.418784663865847,0.448246145755636,0.428401372106802,"exudate-EON-Arabidopsis-4-454-2"
"exudate-EON-Arabidopsis-5-455-2",0.79589291710535,0.565404494116088,0.707201156291519,0.638596675359341,0.824000524900591,0.653258894157142,0.653922510820588,0.584931344217961,0.544265257688939,0.597802388811435,0.646331880491775,0.581801311421204,0.66538037602858,0.529503120769082,0.645855187619404,0.665296870417706,0.646194197706188,0.652747293517259,0.578061690350409,0.628321024376548,0.609737750557046,0.559825487975309,0.79667790190398,0.793429015544649,0.80774586404795,0.752349057374814,1,0.796265051596171,0.713133945511984,0.625607890526326,0.788386903330523,0.800206437471388,0.796799115096752,0.779851878578149,0.806102448511151,0.789699101680037,0.606497604851819,0.672996260212614,0.515840077239369,0.575336208524028,0.574687356669952,0.576223117968998,0.659225331446455,0.639709039879149,"exudate-EON-Arabidopsis-5-455-2"
"exudate-EON-Arabidopsis-6-456-2",0.749987856652716,0.682884994192239,0.806172607862155,0.711103629223559,0.767234333054621,0.767722584756517,0.711475318486207,0.615256956611064,0.533315057264887,0.538365501592756,0.592134315590333,0.571261650398013,0.621253619907008,0.51213805417498,0.491861846421316,0.623226606034809,0.621069857108563,0.679292297039202,0.45240101011565,0.497183419259975,0.475097033164378,0.441479559806665,0.846008197292478,0.899630239498479,0.898386790042549,0.811670464396942,0.796265051596171,1,0.778348481104701,0.643375832377384,0.675356969159555,0.673824808797406,0.666853592988299,0.67641892068009,0.661362923109118,0.678807763588468,0.466418512135396,0.696778586244855,0.59709740153119,0.664026898890266,0.476757638998818,0.483807705007338,0.511356221115154,0.491274316443181,"exudate-EON-Arabidopsis-6-456-2"
"exudate-EON-Arabidopsis-7-457-2",0.642366774763142,0.727159113284337,0.852679529025343,0.837847363126031,0.762289271662532,0.826040257008327,0.87418308089185,0.660393308604762,0.639948844281836,0.645213272481341,0.674496086220449,0.665970475877533,0.658260568846483,0.620290608300948,0.402072957732294,0.527019506552014,0.527413253298318,0.578107986700213,0.362694320330833,0.413949003303605,0.392284206212546,0.358215716923589,0.862728379221074,0.791489301337722,0.815660154066222,0.934672178589537,0.713133945511984,0.778348481104701,1,0.824600937342962,0.685153579839727,0.631507801076351,0.644569716164035,0.680873804831231,0.672442103481233,0.676400357807688,0.361247608096834,0.624157631781714,0.496757795103755,0.615709578413412,0.384655586081139,0.392218431674145,0.424980646636351,0.401667186865587,"exudate-EON-Arabidopsis-7-457-2"
"exudate-EON-Arabidopsis-8-458-2",0.511702043151534,0.69545319141652,0.743580621322029,0.828783836037131,0.703335898559171,0.750173655517724,0.85588937475177,0.776544517231208,0.644488566139962,0.691008213526548,0.690034061103497,0.638312553258316,0.658008672319647,0.645683217122569,0.369890153245789,0.451422120482068,0.465466618318547,0.495406539463868,0.299654563652803,0.343365260378306,0.324742548663705,0.275343010253761,0.770260631779085,0.64675875883138,0.663284227807112,0.806790556583787,0.625607890526326,0.643375832377384,0.824600937342962,1,0.631404171441468,0.561689233945978,0.567612633316,0.618515390276917,0.641254323279859,0.590000096771515,0.310221268171189,0.562099606747329,0.432689463074573,0.537513914638324,0.322264877160538,0.326942256707228,0.43996033330028,0.419973103803146,"exudate-EON-Arabidopsis-8-458-2"
"exudate-EON-Brachy-1-433-2",0.661717317944424,0.485926848945434,0.634231556814833,0.64375697677039,0.702353154667515,0.550139759718681,0.653990406728126,0.474825592561934,0.735199233348523,0.739279658213608,0.791696517831221,0.771718548624502,0.822439373914751,0.719390817097083,0.618838385411842,0.669623099105234,0.629989395119264,0.652993074650187,0.56351390669806,0.598302485194385,0.569686748573197,0.537959318755416,0.736367595004315,0.665601409621344,0.672893757364912,0.717432103192169,0.788386903330523,0.675356969159555,0.685153579839727,0.631404171441468,1,0.868853211755015,0.87255699550484,0.958842975418679,0.939976451606172,0.913662151535928,0.584896866575104,0.695556418756961,0.481696223844359,0.578644554446894,0.574110986859199,0.569751313568571,0.592381404793259,0.576734436779712,"exudate-EON-Brachy-1-433-2"
