X1,X2,elements,igraph.degree,igraph.closeness,igraph.betweenness,igraph.cen.degree,group,filed,id,links,nodes,label
-3.0219069408662764,-13.754982554912305,__compounds_C00064,1,1,0,1,..WT,compounds,__compounds_C00064,155,202,..WT: (nodes: 202; links: 155)
2.831262608019184,-12.827931571787463,__compounds_C00380,2,0.625,6,2,..WT,compounds,__compounds_C00380,155,202,..WT: (nodes: 202; links: 155)
-2.6540677552530574,-9.503896876264236,__compounds_C00408,0,0,0,0,..WT,compounds,__compounds_C00408,155,202,..WT: (nodes: 202; links: 155)
-3.7308608581899096,-9.038663986455582,__compounds_C00423,0,0,0,0,..WT,compounds,__compounds_C00423,155,202,..WT: (nodes: 202; links: 155)
5.435885031260835,-16.24747263292362,__compounds_C00475,0,0,0,0,..WT,compounds,__compounds_C00475,155,202,..WT: (nodes: 202; links: 155)
4.118567128026395,-18.097386783542724,__compounds_C00482,0,0,0,0,..WT,compounds,__compounds_C00482,155,202,..WT: (nodes: 202; links: 155)
1.1136005252961847,-7.863410371336064,__compounds_C00493,1,1,0,1,..WT,compounds,__compounds_C00493,155,202,..WT: (nodes: 202; links: 155)
1.7732897799355722,-10.180451993618655,__compounds_C00526,0,0,0,0,..WT,compounds,__compounds_C00526,155,202,..WT: (nodes: 202; links: 155)
-0.0219069408662762,-14.754982554912305,__compounds_C00550,0,0,0,0,..WT,compounds,__compounds_C00550,155,202,..WT: (nodes: 202; links: 155)
3.9681791955349217,-16.768155736808588,__compounds_C00559,0,0,0,0,..WT,compounds,__compounds_C00559,155,202,..WT: (nodes: 202; links: 155)
-6.0151109759643235,-13.469491059969851,__compounds_C00587,1,1,0,1,..WT,compounds,__compounds_C00587,155,202,..WT: (nodes: 202; links: 155)
-0.9489579239911182,-16.608152103797764,__compounds_C00624,1,1,0,1,..WT,compounds,__compounds_C00624,155,202,..WT: (nodes: 202; links: 155)
-4.162381009758948,-9.412578326281885,__compounds_C00632,0,0,0,0,..WT,compounds,__compounds_C00632,155,202,..WT: (nodes: 202; links: 155)
-0.8879323446507154,-13.254982554912305,__compounds_C00666,3,0.8,5,3,..WT,compounds,__compounds_C00666,155,202,..WT: (nodes: 202; links: 155)
-0.9513532849538147,-11.984070503605885,__compounds_C00671,1,0.18181818181818182,0,1,..WT,compounds,__compounds_C00671,155,202,..WT: (nodes: 202; links: 155)
-3.2657518455998598,-18.802503751899394,__compounds_C00755,0,0,0,0,..WT,compounds,__compounds_C00755,155,202,..WT: (nodes: 202; links: 155)
-4.5564043869918285,-9.825818151240597,__compounds_C00803,1,1,0,1,..WT,compounds,__compounds_C00803,155,202,..WT: (nodes: 202; links: 155)
1.741448816011143,-11.327931571787463,__compounds_C00811,1,0.45454545454545453,0,1,..WT,compounds,__compounds_C00811,155,202,..WT: (nodes: 202; links: 155)
-0.02190694086627571,-18.754982554912303,__compounds_C00847,0,0,0,0,..WT,compounds,__compounds_C00847,155,202,..WT: (nodes: 202; links: 155)
-1.389987514168951,-17.51375303805594,__compounds_C00861,0,0,0,0,..WT,compounds,__compounds_C00861,155,202,..WT: (nodes: 202; links: 155)
4.956763940608896,-13.293640757595794,__compounds_C00870,0,0,0,0,..WT,compounds,__compounds_C00870,155,202,..WT: (nodes: 202; links: 155)
-0.021906940866275953,-16.754982554912303,__compounds_C00881,0,0,0,0,..WT,compounds,__compounds_C00881,155,202,..WT: (nodes: 202; links: 155)
3.3465712773665106,-17.4500271410156,__compounds_C00951,0,0,0,0,..WT,compounds,__compounds_C00951,155,202,..WT: (nodes: 202; links: 155)
-1.8919394262371059,-14.464192328997376,__compounds_C00954,0,0,0,0,..WT,compounds,__compounds_C00954,155,202,..WT: (nodes: 202; links: 155)
0.5484293189588196,-7.7821510194737975,__compounds_C01092,0,0,0,0,..WT,compounds,__compounds_C01092,155,202,..WT: (nodes: 202; links: 155)
-2.875076489751737,-14.682033538037148,__compounds_C01179,0,0,0,0,..WT,compounds,__compounds_C01179,155,202,..WT: (nodes: 202; links: 155)
-6.0151109759643235,-14.040474049854762,__compounds_C01197,1,1,0,1,..WT,compounds,__compounds_C01197,155,202,..WT: (nodes: 202; links: 155)
-1.6678746726535896,-12.618853061449993,__compounds_C01225,0,0,0,0,..WT,compounds,__compounds_C01225,155,202,..WT: (nodes: 202; links: 155)
-0.02190694086627681,-11.754982554912305,__compounds_C01250,1,1,0,1,..WT,compounds,__compounds_C01250,155,202,..WT: (nodes: 202; links: 155)
-2.77126607123074,-8.421969862982763,__compounds_C01252,0,0,0,0,..WT,compounds,__compounds_C01252,155,202,..WT: (nodes: 202; links: 155)
3.687046976457357,-18.471301123369027,__compounds_C01451,2,1,1,2,..WT,compounds,__compounds_C01451,155,202,..WT: (nodes: 202; links: 155)
-4.162381009758946,-18.097386783542724,__compounds_C01454,1,1,0,1,..WT,compounds,__compounds_C01454,155,202,..WT: (nodes: 202; links: 155)
-4.909362653168291,-10.274641097485116,__compounds_C01479,0,0,0,0,..WT,compounds,__compounds_C01479,155,202,..WT: (nodes: 202; links: 155)
-5.8527763508075275,-12.340428941855745,__compounds_C01507,0,0,0,0,..WT,compounds,__compounds_C01507,155,202,..WT: (nodes: 202; links: 155)
4.512590505259274,-9.825818151240593,__compounds_C01533,0,0,0,0,..WT,compounds,__compounds_C01533,155,202,..WT: (nodes: 202; links: 155)
0.9051440422585658,-10.901813006026844,__compounds_C01595,0,0,0,0,..WT,compounds,__compounds_C01595,155,202,..WT: (nodes: 202; links: 155)
-1.7123022819148552,-7.998024713225321,__compounds_C01606,1,1,0,1,..WT,compounds,__compounds_C01606,155,202,..WT: (nodes: 202; links: 155)
-3.730860858189906,-18.47130112336903,__compounds_C01674,2,0.17037037037037037,0,2,..WT,compounds,__compounds_C01674,155,202,..WT: (nodes: 202; links: 155)
-5.218059363572906,-16.754982554912306,__compounds_C01717,0,0,0,0,..WT,compounds,__compounds_C01717,155,202,..WT: (nodes: 202; links: 155)
0.4567243877088399,-15.696866189764409,__compounds_C01735,4,0.1796875,409.1666666666667,4,..WT,compounds,__compounds_C01735,155,202,..WT: (nodes: 202; links: 155)
-4.011993077267474,-16.768155736808588,__compounds_C01835,0,0,0,0,..WT,compounds,__compounds_C01835,155,202,..WT: (nodes: 202; links: 155)
-5.21805936357291,-10.754982554912308,__compounds_C01852,0,0,0,0,..WT,compounds,__compounds_C01852,155,202,..WT: (nodes: 202; links: 155)
1.8481255445045532,-14.464192328997376,__compounds_C01933,0,0,0,0,..WT,compounds,__compounds_C01933,155,202,..WT: (nodes: 202; links: 155)
-0.9406545299491269,-18.669848053331812,__compounds_C02029,4,0.20353982300884957,476.1666666666666,4,..WT,compounds,__compounds_C02029,155,202,..WT: (nodes: 202; links: 155)
3.810051108395679,-14.902195485756666,__compounds_C02043,0,0,0,0,..WT,compounds,__compounds_C02043,155,202,..WT: (nodes: 202; links: 155)
-5.000577822341449,-13.293640757595798,__compounds_C02045,0,0,0,0,..WT,compounds,__compounds_C02045,155,202,..WT: (nodes: 202; links: 155)
2.7274521894981856,-8.421969862982763,__compounds_C02533,0,0,0,0,..WT,compounds,__compounds_C02533,155,202,..WT: (nodes: 202; links: 155)
3.4421946742714784,-15.754982554912303,__compounds_C02710,0,0,0,0,..WT,compounds,__compounds_C02710,155,202,..WT: (nodes: 202; links: 155)
-5.960835592151872,-14.608871584552016,__compounds_C03510,0,0,0,0,..WT,compounds,__compounds_C03510,155,202,..WT: (nodes: 202; links: 155)
5.917021710419321,-14.608871584552015,__compounds_C03680,0,0,0,0,..WT,compounds,__compounds_C03680,155,202,..WT: (nodes: 202; links: 155)
-0.5922432006913769,-7.7821510194737975,__compounds_C03761,0,0,0,0,..WT,compounds,__compounds_C03761,155,202,..WT: (nodes: 202; links: 155)
2.727452189498187,-19.087995246841846,__compounds_C03840,2,1,1,2,..WT,compounds,__compounds_C03840,155,202,..WT: (nodes: 202; links: 155)
4.787221274997819,-12.38666760455189,__compounds_C03878,0,0,0,0,..WT,compounds,__compounds_C03878,155,202,..WT: (nodes: 202; links: 155)
-2.6540677552530556,-18.006068233560377,__compounds_C03916,0,0,0,0,..WT,compounds,__compounds_C03916,155,202,..WT: (nodes: 202; links: 155)
4.956763940608897,-14.216324352228813,__compounds_C04100,1,0.35714285714285715,0,1,..WT,compounds,__compounds_C04100,155,202,..WT: (nodes: 202; links: 155)
-1.1574144070287353,-19.646554738488547,__compounds_C04368,0,0,0,0,..WT,compounds,__compounds_C04368,155,202,..WT: (nodes: 202; links: 155)
3.2219379638673087,-8.707461357925217,__compounds_C04722,0,0,0,0,..WT,compounds,__compounds_C04722,155,202,..WT: (nodes: 202; links: 155)
-3.961137952915109,-13.060389844244584,__compounds_C04758,0,0,0,0,..WT,compounds,__compounds_C04758,155,202,..WT: (nodes: 202; links: 155)
-0.021906940866277057,-10.754982554912305,__compounds_C04874,0,0,0,0,..WT,compounds,__compounds_C04874,155,202,..WT: (nodes: 202; links: 155)
2.887587625425919,-16.499949106387238,__compounds_C05010,0,0,0,0,..WT,compounds,__compounds_C05010,155,202,..WT: (nodes: 202; links: 155)
-0.021906940866277792,-7.754982554912305,__compounds_C05103,1,1,0,1,..WT,compounds,__compounds_C05103,155,202,..WT: (nodes: 202; links: 155)
-1.8171036616681262,-10.180451993618655,__compounds_C05198,2,0.24,17,2,..WT,compounds,__compounds_C05198,155,202,..WT: (nodes: 202; links: 155)
0.548429318958821,-19.72781409035081,__compounds_C05380,0,0,0,0,..WT,compounds,__compounds_C05380,155,202,..WT: (nodes: 202; links: 155)
0.9005565421034843,-9.86280307259301,__compounds_C05401,0,0,0,0,..WT,compounds,__compounds_C05401,155,202,..WT: (nodes: 202; links: 155)
-4.556404386991825,-17.684146958584016,__compounds_C05410,0,0,0,0,..WT,compounds,__compounds_C05410,155,202,..WT: (nodes: 202; links: 155)
3.2219379638673105,-18.80250375189939,__compounds_C05469,1,1,0,1,..WT,compounds,__compounds_C05469,155,202,..WT: (nodes: 202; links: 155)
4.118567128026395,-9.412578326281883,__compounds_C05476,3,0.625,7,3,..WT,compounds,__compounds_C05476,155,202,..WT: (nodes: 202; links: 155)
2.5492434978798806,-10.690804782436393,__compounds_C05512,0,0,0,0,..WT,compounds,__compounds_C05512,155,202,..WT: (nodes: 202; links: 155)
-3.2303997118864523,-11.366348188101162,__compounds_C05547,0,0,0,0,..WT,compounds,__compounds_C05547,155,202,..WT: (nodes: 202; links: 155)
-2.0073246890623846,-13.51390919440166,__compounds_C05584,0,0,0,0,..WT,compounds,__compounds_C05584,155,202,..WT: (nodes: 202; links: 155)
2.405144042258566,-11.991626798034885,__compounds_C05608,0,0,0,0,..WT,compounds,__compounds_C05608,155,202,..WT: (nodes: 202; links: 155)
-0.4862785973671968,-17.727935985880077,__compounds_C05635,1,1,0,1,..WT,compounds,__compounds_C05635,155,202,..WT: (nodes: 202; links: 155)
-0.02190694086627632,-13.754982554912305,__compounds_C05648,0,0,0,0,..WT,compounds,__compounds_C05648,155,202,..WT: (nodes: 202; links: 155)
3.3465712773665097,-10.05993796880901,__compounds_C05827,5,0.26865671641791045,74,5,..WT,compounds,__compounds_C05827,155,202,..WT: (nodes: 202; links: 155)
1.3043383756153146,-15.252004051254506,__compounds_C05849,1,1,0,1,..WT,compounds,__compounds_C05849,155,202,..WT: (nodes: 202; links: 155)
0.8441184629181624,-14.254982554912305,__compounds_C05952,2,0.16428571428571428,0,2,..WT,compounds,__compounds_C05952,155,202,..WT: (nodes: 202; links: 155)
-2.2518816748282404,-19.32519015300874,__compounds_C06082,1,1,0,1,..WT,compounds,__compounds_C06082,155,202,..WT: (nodes: 202; links: 155)
2.1761289714169485,-17.09693380056405,__compounds_C06087,0,0,0,0,..WT,compounds,__compounds_C06087,155,202,..WT: (nodes: 202; links: 155)
-0.021906940866275586,-19.754982554912303,__compounds_C06337,0,0,0,0,..WT,compounds,__compounds_C06337,155,202,..WT: (nodes: 202; links: 155)
5.808962469074974,-15.169536167968868,__compounds_C06414,2,0.24,3,2,..WT,compounds,__compounds_C06414,155,202,..WT: (nodes: 202; links: 155)
3.6870469764573546,-9.03866398645558,__compounds_C06426,0,0,0,0,..WT,compounds,__compounds_C06426,155,202,..WT: (nodes: 202; links: 155)
5.91702171041932,-12.901093525272593,__compounds_C06442,3,0.32727272727272727,83,3,..WT,compounds,__compounds_C06442,155,202,..WT: (nodes: 202; links: 155)
1.668488400182304,-19.511940396599286,__compounds_C06552,1,1,0,1,..WT,compounds,__compounds_C06552,155,202,..WT: (nodes: 202; links: 155)
1.7843013900694882,-9.092621407890526,__compounds_C06559,4,0.1885245901639344,73.83333333333334,4,..WT,compounds,__compounds_C06559,155,202,..WT: (nodes: 202; links: 155)
-0.021906940866277546,-8.754982554912305,__compounds_C06593,1,1,0,1,..WT,compounds,__compounds_C06593,155,202,..WT: (nodes: 202; links: 155)
4.787221274997819,-15.123297505272719,__compounds_C08152,0,0,0,0,..WT,compounds,__compounds_C08152,155,202,..WT: (nodes: 202; links: 155)
4.453909515909036,-11.526290776029613,__compounds_C08238,0,0,0,0,..WT,compounds,__compounds_C08238,155,202,..WT: (nodes: 202; links: 155)
-5.852776350807525,-15.169536167968872,__compounds_C08243,0,0,0,0,..WT,compounds,__compounds_C08243,155,202,..WT: (nodes: 202; links: 155)
-3.8538649901282316,-14.902195485756668,__compounds_C08261,0,0,0,0,..WT,compounds,__compounds_C08261,155,202,..WT: (nodes: 202; links: 155)
4.453909515909036,-15.983674333794996,__compounds_C08278,0,0,0,0,..WT,compounds,__compounds_C08278,155,202,..WT: (nodes: 202; links: 155)
-2.8750764897517374,-12.827931571787463,__compounds_C08449,0,0,0,0,..WT,compounds,__compounds_C08449,155,202,..WT: (nodes: 202; links: 155)
-4.011993077267475,-10.741809373016023,__compounds_C08777,0,0,0,0,..WT,compounds,__compounds_C08777,155,202,..WT: (nodes: 202; links: 155)
-2.2199428531495005,-17.096933800564052,__compounds_C09183,0,0,0,0,..WT,compounds,__compounds_C09183,155,202,..WT: (nodes: 202; links: 155)
0.8441184629181623,-13.254982554912305,__compounds_C09517,0,0,0,0,..WT,compounds,__compounds_C09517,155,202,..WT: (nodes: 202; links: 155)
-5.479698912993387,-16.247472632923625,__compounds_C09711,0,0,0,0,..WT,compounds,__compounds_C09711,155,202,..WT: (nodes: 202; links: 155)
-3.694771368387373,-12.170663490755679,__compounds_C09715,0,0,0,0,..WT,compounds,__compounds_C09715,155,202,..WT: (nodes: 202; links: 155)
5.174245481840356,-16.754982554912303,__compounds_C09765,0,0,0,0,..WT,compounds,__compounds_C09765,155,202,..WT: (nodes: 202; links: 155)
5.648097971421735,-15.717390334816834,__compounds_C09780,0,0,0,0,..WT,compounds,__compounds_C09780,155,202,..WT: (nodes: 202; links: 155)
-0.5922432006913722,-19.72781409035081,__compounds_C09788,1,1,0,1,..WT,compounds,__compounds_C09788,155,202,..WT: (nodes: 202; links: 155)
4.865548771435739,-17.235324012339493,__compounds_C09801,1,1,0,1,..WT,compounds,__compounds_C09801,155,202,..WT: (nodes: 202; links: 155)
-2.4489579239911183,-15.518338311789725,__compounds_C09833,0,0,0,0,..WT,compounds,__compounds_C09833,155,202,..WT: (nodes: 202; links: 155)
0.8968406482165755,-18.669848053331812,__compounds_C10087,0,0,0,0,..WT,compounds,__compounds_C10087,155,202,..WT: (nodes: 202; links: 155)
5.808962469074974,-12.340428941855741,__compounds_C10331,0,0,0,0,..WT,compounds,__compounds_C10331,155,202,..WT: (nodes: 202; links: 155)
2.9780930591337236,-13.754982554912305,__compounds_C10438,0,0,0,0,..WT,compounds,__compounds_C10438,155,202,..WT: (nodes: 202; links: 155)
-0.9406545299491266,-8.840117056492796,__compounds_C10457,0,0,0,0,..WT,compounds,__compounds_C10457,155,202,..WT: (nodes: 202; links: 155)
5.971297094231772,-13.469491059969851,__compounds_C10664,1,1,0,1,..WT,compounds,__compounds_C10664,155,202,..WT: (nodes: 202; links: 155)
-1.7123022819148528,-19.51194039659929,__compounds_C10696,0,0,0,0,..WT,compounds,__compounds_C10696,155,202,..WT: (nodes: 202; links: 155)
5.174245481840356,-10.754982554912303,__compounds_C10765,0,0,0,0,..WT,compounds,__compounds_C10765,155,202,..WT: (nodes: 202; links: 155)
-1.1574144070287402,-7.863410371336065,__compounds_C11284,0,0,0,0,..WT,compounds,__compounds_C11284,155,202,..WT: (nodes: 202; links: 155)
4.865548771435738,-10.274641097485116,__compounds_C11512,0,0,0,0,..WT,compounds,__compounds_C11512,155,202,..WT: (nodes: 202; links: 155)
-5.000577822341449,-14.216324352228813,__compounds_C11918,0,0,0,0,..WT,compounds,__compounds_C11918,155,202,..WT: (nodes: 202; links: 155)
2.208067793095689,-8.184774956815868,__compounds_C12303,1,1,0,1,..WT,compounds,__compounds_C12303,155,202,..WT: (nodes: 202; links: 155)
-3.265751845599866,-8.70746135792522,__compounds_C12819,1,0.5,0,1,..WT,compounds,__compounds_C12819,155,202,..WT: (nodes: 202; links: 155)
1.7843013900694882,-18.417343701934083,__compounds_C12838,0,0,0,0,..WT,compounds,__compounds_C12838,155,202,..WT: (nodes: 202; links: 155)
2.8312626080191845,-14.682033538037146,__compounds_C13828,0,0,0,0,..WT,compounds,__compounds_C13828,155,202,..WT: (nodes: 202; links: 155)
2.208067793095689,-19.32519015300874,__compounds_C14153,1,1,0,1,..WT,compounds,__compounds_C14153,155,202,..WT: (nodes: 202; links: 155)
-3.3903851590990626,-17.4500271410156,__compounds_C14155,0,0,0,0,..WT,compounds,__compounds_C14155,155,202,..WT: (nodes: 202; links: 155)
-4.831035156730371,-12.38666760455189,__compounds_C14279,0,0,0,0,..WT,compounds,__compounds_C14279,155,202,..WT: (nodes: 202; links: 155)
1.9635108073298315,-13.513909194401657,__compounds_C14441,2,0.1684981684981685,385,2,..WT,compounds,__compounds_C14441,155,202,..WT: (nodes: 202; links: 155)
-1.828115271802042,-18.417343701934083,__compounds_C14452,0,0,0,0,..WT,compounds,__compounds_C14452,155,202,..WT: (nodes: 202; links: 155)
3.9681791955349213,-10.741809373016022,__compounds_C14743,0,0,0,0,..WT,compounds,__compounds_C14743,155,202,..WT: (nodes: 202; links: 155)
3.9173240711825557,-13.060389844244582,__compounds_C14762,0,0,0,0,..WT,compounds,__compounds_C14762,155,202,..WT: (nodes: 202; links: 155)
0.4424647156346451,-17.727935985880077,__compounds_C14766,0,0,0,0,..WT,compounds,__compounds_C14766,155,202,..WT: (nodes: 202; links: 155)
-3.48600855600403,-15.754982554912306,__compounds_C14807,0,0,0,0,..WT,compounds,__compounds_C14807,155,202,..WT: (nodes: 202; links: 155)
-4.497723397641587,-11.526290776029612,__compounds_C14828,0,0,0,0,..WT,compounds,__compounds_C14828,155,202,..WT: (nodes: 202; links: 155)
2.405144042258566,-15.518338311789723,__compounds_C14829,1,1,0,1,..WT,compounds,__compounds_C14829,155,202,..WT: (nodes: 202; links: 155)
-1.3481522573478664,-15.252004051254508,__compounds_C14835,1,0.4166666666666667,0,1,..WT,compounds,__compounds_C14835,155,202,..WT: (nodes: 202; links: 155)
1.7414488160111432,-16.182033538037146,__compounds_C15486,0,0,0,0,..WT,compounds,__compounds_C15486,155,202,..WT: (nodes: 202; links: 155)
-0.0219069408662773,-9.754982554912305,__compounds_C15568,0,0,0,0,..WT,compounds,__compounds_C15568,155,202,..WT: (nodes: 202; links: 155)
-2.5930573796124348,-10.690804782436393,__compounds_C16316,0,0,0,0,..WT,compounds,__compounds_C16316,155,202,..WT: (nodes: 202; links: 155)
2.6102538735205023,-9.503896876264234,__compounds_C16512,0,0,0,0,..WT,compounds,__compounds_C16512,155,202,..WT: (nodes: 202; links: 155)
-2.931401507158471,-16.499949106387238,__compounds_C16525,0,0,0,0,..WT,compounds,__compounds_C16525,155,202,..WT: (nodes: 202; links: 155)
1.6684884001823015,-7.998024713225321,__compounds_C16595,0,0,0,0,..WT,compounds,__compounds_C16595,155,202,..WT: (nodes: 202; links: 155)
-1.7852626977436965,-11.327931571787463,__compounds_C16635,0,0,0,0,..WT,compounds,__compounds_C16635,155,202,..WT: (nodes: 202; links: 155)
-0.9443704238360381,-9.86280307259301,__compounds_C16656,0,0,0,0,..WT,compounds,__compounds_C16656,155,202,..WT: (nodes: 202; links: 155)
1.346173632436399,-17.51375303805594,__compounds_C16952,0,0,0,0,..WT,compounds,__compounds_C16952,155,202,..WT: (nodes: 202; links: 155)
-4.015139573951349,-13.98756187055421,__compounds_C16977,0,0,0,0,..WT,compounds,__compounds_C16977,155,202,..WT: (nodes: 202; links: 155)
-5.4796989129933875,-11.262492476900988,__compounds_C17385,3,0.1348973607038123,0.5,3,..WT,compounds,__compounds_C17385,155,202,..WT: (nodes: 202; links: 155)
-3.3903851590990617,-10.05993796880901,__compounds_C17641,0,0,0,0,..WT,compounds,__compounds_C17641,155,202,..WT: (nodes: 202; links: 155)
-0.8879323446507147,-14.254982554912305,__compounds_C17645,0,0,0,0,..WT,compounds,__compounds_C17645,155,202,..WT: (nodes: 202; links: 155)
0.9075394032212607,-11.984070503605885,__compounds_C17753,2,0.1513157894736842,45,2,..WT,compounds,__compounds_C17753,155,202,..WT: (nodes: 202; links: 155)
-4.90936265316829,-17.235324012339493,__compounds_C17755,2,0.5,4,2,..WT,compounds,__compounds_C17755,155,202,..WT: (nodes: 202; links: 155)
-2.771266071230738,-19.087995246841846,__compounds_C17925,0,0,0,0,..WT,compounds,__compounds_C17925,155,202,..WT: (nodes: 202; links: 155)
3.1865858301538985,-11.36634818810116,__compounds_C18175,0,0,0,0,..WT,compounds,__compounds_C18175,155,202,..WT: (nodes: 202; links: 155)
-5.691911853154286,-15.717390334816836,__compounds_C18218,2,0.14556962025316456,240,2,..WT,compounds,__compounds_C18218,155,202,..WT: (nodes: 202; links: 155)
-5.960835592151873,-12.901093525272595,__compounds_C18528,1,1,0,1,..WT,compounds,__compounds_C18528,155,202,..WT: (nodes: 202; links: 155)
5.648097971421735,-11.792574775007774,__compounds_C19592,0,0,0,0,..WT,compounds,__compounds_C19592,155,202,..WT: (nodes: 202; links: 155)
-2.4489579239911192,-11.991626798034886,__compounds_C19615,1,1,0,1,..WT,compounds,__compounds_C19615,155,202,..WT: (nodes: 202; links: 155)
2.6102538735205023,-18.006068233560377,__compounds_C19909,1,1,0,1,..WT,compounds,__compounds_C19909,155,202,..WT: (nodes: 202; links: 155)
5.435885031260834,-11.262492476900986,__compounds_C20388,0,0,0,0,..WT,compounds,__compounds_C20388,155,202,..WT: (nodes: 202; links: 155)
1.1136005252961865,-19.646554738488543,__compounds_C20465,0,0,0,0,..WT,compounds,__compounds_C20465,155,202,..WT: (nodes: 202; links: 155)
-2.873713771223816,7.701121459354777,__micro.16s_g__[Aquaspirillum]_arcticum_group,0,0,0,0,..WT,micro.16s,__micro.16s_g__[Aquaspirillum]_arcticum_group,155,202,..WT: (nodes: 202; links: 155)
-3.500000000000003,22.29217782649107,__micro.16s_g__Actinoallomurus,0,0,0,0,..WT,micro.16s,__micro.16s_g__Actinoallomurus,155,202,..WT: (nodes: 202; links: 155)
4.479319329671775,12.238045799006606,__micro.16s_g__Actinocorallia,0,0,0,0,..WT,micro.16s,__micro.16s_g__Actinocorallia,155,202,..WT: (nodes: 202; links: 155)
-0.47863132857511487,14.288116365147896,__micro.16s_g__Actinophytocola,0,0,0,0,..WT,micro.16s,__micro.16s_g__Actinophytocola,155,202,..WT: (nodes: 202; links: 155)
-7.065336648084052,10.654964749058495,__micro.16s_g__Actinopolymorpha,0,0,0,0,..WT,micro.16s,__micro.16s_g__Actinopolymorpha,155,202,..WT: (nodes: 202; links: 155)
-7.454912233691617,13.327538357194868,__micro.16s_g__Aetherobacter,0,0,0,0,..WT,micro.16s,__micro.16s_g__Aetherobacter,155,202,..WT: (nodes: 202; links: 155)
-7.449200983412014,11.179316411738558,__micro.16s_g__Agrococcus,0,0,0,0,..WT,micro.16s,__micro.16s_g__Agrococcus,155,202,..WT: (nodes: 202; links: 155)
6.761480784023478,14.418266684282356,__micro.16s_g__Agromyces,0,0,0,0,..WT,micro.16s,__micro.16s_g__Agromyces,155,202,..WT: (nodes: 202; links: 155)
1.326245316481591,14.7329785036578,__micro.16s_g__Ahniella,0,0,0,0,..WT,micro.16s,__micro.16s_g__Ahniella,155,202,..WT: (nodes: 202; links: 155)
-9.796850830579018e-16,20.23,__micro.16s_g__AKYG587,0,0,0,0,..WT,micro.16s,__micro.16s_g__AKYG587,155,202,..WT: (nodes: 202; links: 155)
7.626686680944778,21.008456892208983,__micro.16s_g__Alsobacter,0,0,0,0,..WT,micro.16s,__micro.16s_g__Alsobacter,155,202,..WT: (nodes: 202; links: 155)
1.8117333157176452,22.99148078402348,__micro.16s_g__Altererythrobacter,1,0.0970464135021097,0,1,..WT,micro.16s,__micro.16s_g__Altererythrobacter,155,202,..WT: (nodes: 202; links: 155)
-5.949368596378804,22.98314839940762,__micro.16s_g__Amaricoccus,1,1,0,1,..WT,micro.16s,__micro.16s_g__Amaricoccus,155,202,..WT: (nodes: 202; links: 155)
