"","root.EOD.Arabidopsis.1.451.3.R","root.EOD.Arabidopsis.2.452.3.R","root.EOD.Arabidopsis.3.453.3.R","root.EOD.Arabidopsis.4.454.3.R","root.EOD.Arabidopsis.5.455.3.R","root.EOD.Arabidopsis.6.456.3.R","root.EOD.Brachy.1.433.3.R","root.EOD.Brachy.2.434.3.R","root.EOD.Brachy.3.436.3.R","root.EOD.Brachy.4.437.3.R","root.EOD.Brachy.5.438.3.R","root.EOD.Brachy.6.439.3.R","root.EOD.Medicago.1.442.3a.R","root.EOD.Medicago.2.442.3b.R","root.EOD.Medicago.3.444.3a.R","root.EOD.Medicago.4.449.3a.R","root.EOD.Medicago.5.449.3b.R","root.EON.Arabidopsis.1.451.4.R","root.EON.Arabidopsis.2.452.4.R","root.EON.Arabidopsis.3.453.4.R","root.EON.Arabidopsis.4.454.4.R","root.EON.Arabidopsis.5.455.4.R","root.EON.Arabidopsis.6.456.4.R","root.EON.Brachy.1.433.4.R","root.EON.Brachy.2.434.4.R","root.EON.Brachy.3.436.4.R","root.EON.Brachy.4.437.4.R","root.EON.Brachy.5.438.4.R","root.EON.Brachy.6.439.4.R","root.EON.Medicago.1.442.4c.R","root.EON.Medicago.2.444.4b.R","root.EON.Medicago.3.444.4c.R","root.EON.Medicago.4.449.4c.R","shoot.EOD.Arabidopsis.1.451.3.S","shoot.EOD.Arabidopsis.2.452.3.S","shoot.EOD.Arabidopsis.3.453.3.S","shoot.EOD.Arabidopsis.4.454.3.S","shoot.EOD.Arabidopsis.5.455.3.S","shoot.EOD.Arabidopsis.6.456.3.S","shoot.EOD.Brachy.1.433.3.S","shoot.EOD.Brachy.2.434.3.S","shoot.EOD.Brachy.3.436.3.S","shoot.EOD.Brachy.4.437.3.S","shoot.EOD.Brachy.5.438.3.S","shoot.EOD.Brachy.6.439.3.S","shoot.EOD.Medicago.1.442.3a.S","shoot.EOD.Medicago.2.442.3b.S","shoot.EOD.Medicago.3.444.3a.S","shoot.EOD.Medicago.4.449.3a.S","shoot.EOD.Medicago.5.449.3b.S","shoot.EON.Arabidopsis.1.451.4.S","shoot.EON.Arabidopsis.2.452.4.S","shoot.EON.Arabidopsis.3.453.4.S","shoot.EON.Arabidopsis.4.454.4.S","shoot.EON.Arabidopsis.5.455.4.S","shoot.EON.Arabidopsis.6.456.4.S","shoot.EON.Brachy.1.433.4.S","shoot.EON.Brachy.2.434.4.S","shoot.EON.Brachy.3.436.4.S","shoot.EON.Brachy.5.438.4.S","shoot.EON.Brachy.6.439.4.S","shoot.EON.Medicago.1.442.4c.S","shoot.EON.Medicago.2.444.4b.S","shoot.EON.Medicago.3.444.4c.S","shoot.EON.Medicago.4.449.4c.S","id"
"root-EOD-Brachy-5-438-3-R",0.546209247384787,0.541343343199188,0.555123938198923,0.529111832308771,0.540420514317736,0.536025278985644,0.884526048055395,0.731392834202963,0.807650671932295,0.852158086297885,1,0.823845367159146,0.546537175733019,0.521798459177979,0.588042284704587,0.613090994188505,0.610198548131031,0.617801934526162,0.544399205010892,0.559482945836247,0.530178319609936,0.549397031566088,0.771519777021915,0.803105866162733,0.626608306757686,0.607670769226752,0.756185854407641,0.736280538454341,0.74218201663548,0.537361116418151,0.64337577471075,0.50702294261819,0.639286120907059,0.460026239071748,0.506093588275131,0.502288151376356,0.416935024483347,0.383888775423811,0.505507196861524,0.610433062069955,0.544246378959902,0.574442203484149,0.599573798118895,0.584869287161195,0.601875069152404,0.697098486479254,0.610359347912085,0.589929053287472,0.70708624202459,0.591781464511213,0.552609380869843,0.495605892232202,0.434053667361553,0.416270155915265,0.433605946092604,0.468943266912318,0.477545508510659,0.473657356437446,0.440148046257697,0.495126989434993,0.446254918089957,0.559503411553874,0.510894214155412,0.571728182270904,0.600282846145383,"root-EOD-Brachy-5-438-3-R"
"root-EOD-Brachy-6-439-3-R",0.591964445263962,0.631636083712031,0.635098597658727,0.593595579246497,0.638075268542028,0.61081140519951,0.890368950764409,0.874879767859536,0.899850808960388,0.881889484576791,0.823845367159146,1,0.645590635370662,0.634593818772208,0.681071045350563,0.677642382640108,0.693229430710986,0.665846278239059,0.607203971422885,0.636863998685048,0.598511484058122,0.611704591503982,0.867090842051051,0.858721255137137,0.781964547833429,0.667775513423136,0.905971573379302,0.870051673240025,0.819590574778874,0.651251397244321,0.66871842085095,0.621138950780825,0.661524454466231,0.568871425567716,0.587742600461892,0.600918776534239,0.496339544808875,0.513683795293778,0.565538109454344,0.559943806546689,0.546656350815454,0.616443686881723,0.547508236612864,0.632454601304948,0.542766013996807,0.653451843809708,0.695209172598666,0.680456997807837,0.662233935261684,0.675188406327702,0.622861676540409,0.579388712584407,0.549009354732717,0.542849837444952,0.539700588274042,0.552379820597327,0.563519993517867,0.551068075360537,0.581634431169008,0.616972424479962,0.580769340205635,0.681931627624809,0.624985178581498,0.679542913560242,0.655198950007643,"root-EOD-Brachy-6-439-3-R"
"root-EOD-Medicago-1-442-3a-R",0.746324986928215,0.734440105641113,0.745606025242255,0.726931755639083,0.741276160307595,0.724482137178246,0.639955345640087,0.74880659942703,0.644530527331153,0.669781381139118,0.546537175733019,0.645590635370662,1,0.962521646606608,0.915629810532028,0.919796824197683,0.891443661147708,0.776899817988088,0.74164633825748,0.74577281666974,0.73068651858682,0.698449882106093,0.584832594089152,0.698553410655804,0.760355553283358,0.723133587193239,0.672372904352043,0.693920214971276,0.694668508102473,0.922347709635331,0.777263540321004,0.908614296806568,0.842266169692556,0.692752794697435,0.660275268525378,0.701206013025442,0.628094712585071,0.608622051162879,0.730718844288009,0.523410091867654,0.520208475471185,0.587048320088683,0.508916427699215,0.583709871283647,0.511674726913215,0.719671011566187,0.852543906451068,0.856676093863307,0.739861510445766,0.870804224917139,0.632272268195328,0.638814522806825,0.657801991362438,0.677684702875789,0.681535692817699,0.707367009902072,0.538714298110324,0.506373430652767,0.575560159628161,0.570922154155937,0.620785259313413,0.85533942466812,0.839431429136564,0.864437209969549,0.778463618557054,"root-EOD-Medicago-1-442-3a-R"
"root-EOD-Medicago-2-442-3b-R",0.732936490651102,0.72365142468589,0.73090831905202,0.715064265998941,0.727695713757636,0.708794084601333,0.61266544668313,0.743305995243987,0.619138328713592,0.645456720128109,0.521798459177979,0.634593818772208,0.962521646606608,1,0.909669856688114,0.892792895465249,0.886501916485976,0.750296174874768,0.727766713389595,0.732592006143116,0.718120504135789,0.687096947494118,0.574603976881641,0.688643696581779,0.754763274707023,0.711769900361173,0.66790169224826,0.668324497059111,0.688519357807592,0.939168632857941,0.751223045592029,0.900398537403096,0.816465312780336,0.689639075509075,0.657774673220711,0.698412375731316,0.628370850010651,0.607573201141878,0.708098787300975,0.501613327394076,0.500018315089265,0.563007585330324,0.489755609542738,0.561283848383184,0.491332490112627,0.700635198460087,0.828229440710709,0.851290866422733,0.720592391225149,0.851741933102756,0.625964556733337,0.632702048250118,0.656123439895644,0.673531234306267,0.677469691077145,0.70356470859568,0.537786973920775,0.505390516370953,0.569472422518781,0.551064788774572,0.616400650033919,0.853320449304984,0.848939765192403,0.85953023276332,0.762246234440788,"root-EOD-Medicago-2-442-3b-R"
"root-EOD-Medicago-3-444-3a-R",0.716300923050136,0.694047176975032,0.7186616106949,0.699387660201715,0.70072745678445,0.690258002846747,0.682375209718172,0.763334955745575,0.685927670844676,0.712399623531578,0.588042284704587,0.681071045350563,0.915629810532028,0.909669856688114,1,0.952756719475198,0.950676394769597,0.780676006693078,0.714381457235194,0.718325763411749,0.702198257803456,0.713020477000997,0.633080767416195,0.734539556756441,0.733317742771289,0.749963343936739,0.700371146949954,0.707352362844641,0.73164663608588,0.934709428431438,0.831759244096933,0.845121511996844,0.833317683790545,0.642345708143058,0.674530655110864,0.680788352199655,0.592273117352317,0.590171219587085,0.67531910676965,0.542780406836992,0.541110107146502,0.606355722463478,0.528540874080807,0.603444530254486,0.530644444451827,0.761456173568031,0.816867626642572,0.89022984036062,0.782416851189621,0.866035885040621,0.678285493157488,0.657829224890157,0.620986788735454,0.616708097630256,0.620885022046132,0.645985547285367,0.553849832213323,0.521467041387003,0.588844879853771,0.584788789499183,0.634813328425239,0.816697462409172,0.884494355055048,0.852710644406363,0.773995704777285,"root-EOD-Medicago-3-444-3a-R"
"root-EOD-Medicago-4-449-3a-R",0.701902315591838,0.69022315009903,0.704020223341279,0.684817477502222,0.697123248685355,0.683906631829008,0.689247198233869,0.767345743895786,0.691814419114931,0.719268191033918,0.613090994188505,0.677642382640108,0.919796824197683,0.892792895465249,0.952756719475198,1,0.937910789718936,0.766690540440965,0.699833217487871,0.703467371158692,0.687585956583155,0.697908241109047,0.618808610221182,0.728708850327072,0.739007006691629,0.734363344712103,0.704105147514875,0.710846953257411,0.725606440478007,0.910029488308277,0.842535757049921,0.845467599141808,0.847097207787212,0.648487591366239,0.669812402128793,0.67710256995862,0.589477262794692,0.588250947839653,0.680118255906947,0.562899137453683,0.538427180753607,0.629666554041229,0.549947157470507,0.627804528118585,0.553290515272773,0.7836533028578,0.816614840243569,0.888047112254105,0.806025896220754,0.883943282212525,0.666706059962477,0.652997838164962,0.618165530169066,0.613982007709945,0.617417282111863,0.642073029435892,0.542393299654041,0.510472364574775,0.58096345505846,0.577584876551739,0.627881053640783,0.810207910518669,0.863616198425592,0.843009636956655,0.767028923256645,"root-EOD-Medicago-4-449-3a-R"
"root-EOD-Medicago-5-449-3b-R",0.689982463436384,0.68027686421172,0.689645308695296,0.67442545952373,0.684137089048994,0.6703167069257,0.702491440299487,0.762275626373803,0.707191901721247,0.734921781977499,0.610198548131031,0.693229430710986,0.891443661147708,0.886501916485976,0.950676394769597,0.937910789718936,1,0.752534318693209,0.684908218172056,0.687948152967162,0.676293712302153,0.685198210651059,0.628348145868661,0.739860907095525,0.712835625941877,0.721331936252154,0.703919227032899,0.712529751241349,0.720457762552023,0.906090786126873,0.815891751682067,0.810520828051068,0.818149745350459,0.612309689628528,0.639284863469998,0.640533255419957,0.552002563304627,0.551855823553759,0.644277891439757,0.54172120166618,0.535673718391958,0.610075778142705,0.527818097790614,0.606928153853497,0.530844870015592,0.782551500115366,0.797141725467495,0.903457493923997,0.800224195665906,0.850866824969856,0.670870713522269,0.627570276801419,0.58203127095472,0.578295953714654,0.582042818618997,0.606993056361192,0.538825546067625,0.506606116105623,0.579779761009081,0.57371167388002,0.624946815975457,0.797726079529787,0.843396700144644,0.835205501011612,0.760155641069682,"root-EOD-Medicago-5-449-3b-R"
"root-EON-Arabidopsis-1-451-4-R",0.844779819562018,0.793091113326427,0.848509428579784,0.818809528315373,0.788028977608306,0.799317398908372,0.699387961657414,0.723638966903677,0.647647944581353,0.726934062094839,0.617801934526162,0.665846278239059,0.776899817988088,0.750296174874768,0.780676006693078,0.766690540440965,0.752534318693209,1,0.839040587665753,0.855481568442192,0.827512397118843,0.893683419047779,0.633265062405991,0.755266528882451,0.7339769910384,0.90670287607792,0.640722863246985,0.66045558932328,0.750610362589829,0.771079688404543,0.820746913479818,0.731974818191685,0.855770136559069,0.696639523345315,0.783206389005276,0.810446967313718,0.723075166005817,0.623349397420269,0.791695226113477,0.610728826254789,0.605903382787144,0.650456138376773,0.595925596084132,0.623111413873143,0.601555509140238,0.765074490728861,0.813104729751598,0.712057694679693,0.778881025034742,0.77841943616858,0.8200450034666,0.763804281924686,0.73404240390519,0.687497044003848,0.711302037710426,0.801001374805079,0.622499941019881,0.591768049559941,0.612489726150351,0.614007925082639,0.671798327395141,0.777754943322537,0.731945008904388,0.79987097231121,0.827479158740031,"root-EON-Arabidopsis-1-451-4-R"
"root-EON-Arabidopsis-2-452-4-R",0.96317040936966,0.882216393623049,0.920469875525566,0.952468655561385,0.864321029806908,0.94009425551718,0.630115806490005,0.672480298539675,0.588606947205457,0.655408094999064,0.544399205010892,0.607203971422885,0.74164633825748,0.727766713389595,0.714381457235194,0.699833217487871,0.684908218172056,0.839040587665753,1,0.917090130270989,0.952487233039929,0.912395423208752,0.613814012030276,0.704226344973102,0.732382559262651,0.875999285920358,0.61130823562413,0.600706829891737,0.73536409154881,0.734377258529124,0.781217249094819,0.767987642611271,0.806095221895477,0.666963814375131,0.706479119690495,0.748373498205599,0.687640997814913,0.63098029874614,0.732256419080564,0.467048145845231,0.465267703501711,0.507657893063174,0.453279363581102,0.482669094256069,0.459083653068759,0.755629245728173,0.79386134289796,0.635743849122475,0.716541311602417,0.706168206235067,0.774124242708239,0.709217204752329,0.703964599171526,0.717575210494203,0.728470618125199,0.767960233861832,0.501442082183578,0.466846117282318,0.516735600433028,0.472783825409771,0.572010726470152,0.787578226519144,0.710634763383432,0.762520651942109,0.829031506579118,"root-EON-Arabidopsis-2-452-4-R"
"root-EON-Arabidopsis-3-453-4-R",0.892119218751797,0.921027841640352,0.963451037561221,0.882589014539338,0.907852703812181,0.898448407241406,0.64056123792749,0.701092786033643,0.620019467933664,0.66502002824957,0.559482945836247,0.636863998685048,0.74577281666974,0.732592006143116,0.718325763411749,0.703467371158692,0.687948152967162,0.855481568442192,0.917090130270989,1,0.90550766270096,0.861437822597391,0.646798513543514,0.715907999951294,0.76519667199222,0.856613982813183,0.641614684432316,0.644117471130503,0.749861928877517,0.73876696430278,0.756476249246569,0.784417591990937,0.804894687877315,0.710117490226349,0.756564223600054,0.812126513215689,0.741990583410209,0.676183772212888,0.778957075882831,0.506690565454695,0.491915237849006,0.5604607455543,0.493675887056871,0.535561026136151,0.488748716282804,0.710184596233185,0.815655141747096,0.661537224108023,0.722327510240103,0.731662552114162,0.811079662832983,0.758341231039024,0.769233985166914,0.781015735719678,0.792200201610832,0.813255690212546,0.545279396376715,0.511239957916349,0.569703630355642,0.525784870185929,0.624390425928452,0.808624204468802,0.739401181415149,0.786964075629422,0.776274910155139,"root-EON-Arabidopsis-3-453-4-R"
